,Date,Close,Gross_Profit,ROE
65,2011-03-02,12.575714,10298,0.36
66,2011-03-03,12.841429,10298,0.36
67,2011-03-04,12.857143,10298,0.36
68,2011-03-07,12.691429,10298,0.36
69,2011-03-08,12.705714,10298,0.36
70,2011-03-09,12.588214,10298,0.36
71,2011-03-10,12.381071,10298,0.36
72,2011-03-11,12.571071,10298,0.36
73,2011-03-14,12.627143,10298,0.36
74,2011-03-15,12.336786,10298,0.36
75,2011-03-16,11.786071,10298,0.36
76,2011-03-17,11.951429,10298,0.36
77,2011-03-18,11.809643,10298,0.36
78,2011-03-21,12.117857,10298,0.36
79,2011-03-22,12.185714,10298,0.36
80,2011-03-23,12.113929,10298,0.36
81,2011-03-24,12.320357,10298,0.36
82,2011-03-25,12.555,10298,0.36
83,2011-03-28,12.515714,10298,0.36
84,2011-03-29,12.534286,10298,0.36
85,2011-03-30,12.451071,10298,0.36
86,2011-03-31,12.446786,10218,0.38
87,2011-04-01,12.305714,10218,0.38
88,2011-04-04,12.185357,10218,0.38
89,2011-04-05,12.103214,10218,0.38
90,2011-04-06,12.072857,10218,0.38
91,2011-04-07,12.074286,10218,0.38
92,2011-04-08,11.966429,10218,0.38
93,2011-04-11,11.814286,10218,0.38
94,2011-04-12,11.871429,10218,0.38
95,2011-04-13,12.004643,10218,0.38
96,2011-04-14,11.872143,10218,0.38
97,2011-04-15,11.695,10218,0.38
98,2011-04-18,11.851786,10218,0.38
99,2011-04-19,12.066429,10218,0.38
100,2011-04-20,12.228929,10218,0.38
101,2011-04-21,12.525,10218,0.38
102,2011-04-25,12.6075,10218,0.38
103,2011-04-26,12.515,10218,0.38
104,2011-04-27,12.505357,10218,0.38
105,2011-04-28,12.383929,10218,0.38
106,2011-04-29,12.504643,10218,0.38
107,2011-05-02,12.367143,10218,0.38
108,2011-05-03,12.435714,10218,0.38
109,2011-05-04,12.484643,10218,0.38
110,2011-05-05,12.383929,10218,0.38
111,2011-05-06,12.380714,10218,0.38
112,2011-05-09,12.414286,10218,0.38
113,2011-05-10,12.480357,10218,0.38
114,2011-05-11,12.401071,10218,0.38
115,2011-05-12,12.3775,10218,0.38
116,2011-05-13,12.160714,10218,0.38
117,2011-05-16,11.903571,10218,0.38
118,2011-05-17,12.005,10218,0.38
119,2011-05-18,12.138214,10218,0.38
120,2011-05-19,12.161786,10218,0.38
121,2011-05-20,11.972143,10218,0.38
122,2011-05-23,11.942857,10218,0.38
123,2011-05-24,11.863929,10218,0.38
124,2011-05-25,12.027857,10218,0.38
125,2011-05-26,11.964286,10218,0.38
126,2011-05-27,12.050357,10218,0.38
127,2011-05-31,12.4225,10218,0.38
128,2011-06-01,12.339643,10218,0.38
129,2011-06-02,12.360714,10218,0.38
130,2011-06-03,12.265714,10218,0.38
131,2011-06-06,12.072857,10218,0.38
132,2011-06-07,11.858571,10218,0.38
133,2011-06-08,11.865714,10218,0.38
134,2011-06-09,11.838929,10218,0.38
135,2011-06-10,11.639286,10218,0.38
136,2011-06-13,11.664286,10218,0.38
137,2011-06-14,11.872857,10218,0.38
138,2011-06-15,11.669643,10218,0.38
139,2011-06-16,11.612857,10218,0.38
140,2011-06-17,11.437857,10218,0.38
141,2011-06-20,11.261429,10218,0.38
142,2011-06-21,11.617857,10218,0.38
143,2011-06-22,11.521786,10218,0.38
144,2011-06-23,11.829643,10218,0.38
145,2011-06-24,11.655357,10218,0.38
146,2011-06-27,11.858571,10218,0.38
147,2011-06-28,11.973571,10218,0.38
148,2011-06-29,11.93,10218,0.38
149,2011-06-30,11.988214,11922,0.4
150,2011-07-01,12.259286,11922,0.4
151,2011-07-05,12.479643,11922,0.4
152,2011-07-06,12.562857,11922,0.4
153,2011-07-07,12.757143,11922,0.4
154,2011-07-08,12.846786,11922,0.4
155,2011-07-11,12.642857,11922,0.4
156,2011-07-12,12.633929,11922,0.4
157,2011-07-13,12.786429,11922,0.4
158,2011-07-14,12.7775,11922,0.4
159,2011-07-15,13.032857,11922,0.4
160,2011-07-18,13.35,11922,0.4
161,2011-07-19,13.458929,11922,0.4
162,2011-07-20,13.817857,11922,0.4
163,2011-07-21,13.831786,11922,0.4
164,2011-07-22,14.046429,11922,0.4
165,2011-07-25,14.232143,11922,0.4
166,2011-07-26,14.4075,11922,0.4
167,2011-07-27,14.021071,11922,0.4
168,2011-07-28,13.993571,11922,0.4
169,2011-07-29,13.945714,11922,0.4
170,2011-08-01,14.169643,11922,0.4
171,2011-08-02,13.889643,11922,0.4
172,2011-08-03,14.020357,11922,0.4
173,2011-08-04,13.4775,11922,0.4
174,2011-08-05,13.343571,11922,0.4
175,2011-08-08,12.614643,11922,0.4
176,2011-08-09,13.3575,11922,0.4
177,2011-08-10,12.988929,11922,0.4
178,2011-08-11,13.346429,11922,0.4
179,2011-08-12,13.463929,11922,0.4
180,2011-08-15,13.693214,11922,0.4
181,2011-08-16,13.588571,11922,0.4
182,2011-08-17,13.587143,11922,0.4
183,2011-08-18,13.073214,11922,0.4
184,2011-08-19,12.715357,11922,0.4
185,2011-08-22,12.73,11922,0.4
186,2011-08-23,13.342857,11922,0.4
187,2011-08-24,13.435,11922,0.4
188,2011-08-25,13.347143,11922,0.4
189,2011-08-26,13.699286,11922,0.4
190,2011-08-29,13.9275,11922,0.4
191,2011-08-30,13.928214,11922,0.4
192,2011-08-31,13.743929,11922,0.4
193,2011-09-01,13.608214,11922,0.4
194,2011-09-02,13.358929,11922,0.4
195,2011-09-06,13.562143,11922,0.4
196,2011-09-07,13.711786,11922,0.4
197,2011-09-08,13.719286,11922,0.4
198,2011-09-09,13.481429,11922,0.4
199,2011-09-12,13.569286,11922,0.4
200,2011-09-13,13.736429,11922,0.4
201,2011-09-14,13.903571,11922,0.4
202,2011-09-15,14.034286,11922,0.4
203,2011-09-16,14.303571,11922,0.4
204,2011-09-19,14.701071,11922,0.4
205,2011-09-20,14.766071,11922,0.4
206,2011-09-21,14.719286,11922,0.4
207,2011-09-22,14.350714,11922,0.4
208,2011-09-23,14.439286,11922,0.4
209,2011-09-26,14.398929,11922,0.4
210,2011-09-27,14.259286,11922,0.4
211,2011-09-28,14.178929,11922,0.4
212,2011-09-29,13.948929,11922,0.4
213,2011-09-30,13.618571,11380,0.4
214,2011-10-03,13.378571,11380,0.4
215,2011-10-04,13.303571,11380,0.4
216,2011-10-05,13.508929,11380,0.4
217,2011-10-06,13.4775,11380,0.4
218,2011-10-07,13.207143,11380,0.4
219,2011-10-10,13.886071,11380,0.4
220,2011-10-11,14.296071,11380,0.4
221,2011-10-12,14.363929,11380,0.4
222,2011-10-13,14.586786,11380,0.4
223,2011-10-14,15.071429,11380,0.4
224,2011-10-17,14.999643,11380,0.4
225,2011-10-18,15.08,11380,0.4
226,2011-10-19,14.236429,11380,0.4
227,2011-10-20,14.118214,11380,0.4
228,2011-10-21,14.031071,11380,0.4
229,2011-10-24,14.491786,11380,0.4
230,2011-10-25,14.206071,11380,0.4
231,2011-10-26,14.307143,11380,0.4
232,2011-10-27,14.453214,11380,0.4
233,2011-10-28,14.4625,11380,0.4
234,2011-10-31,14.456429,11380,0.4
235,2011-11-01,14.161071,11380,0.4
236,2011-11-02,14.193214,11380,0.4
237,2011-11-03,14.395357,11380,0.4
238,2011-11-04,14.294286,11380,0.4
239,2011-11-07,14.276071,11380,0.4
240,2011-11-08,14.508214,11380,0.4
241,2011-11-09,14.117143,11380,0.4
242,2011-11-10,13.757857,11380,0.4
243,2011-11-11,13.736429,11380,0.4
244,2011-11-14,13.545,11380,0.4
245,2011-11-15,13.886786,11380,0.4
246,2011-11-16,13.741786,11380,0.4
247,2011-11-17,13.478929,11380,0.4
248,2011-11-18,13.390714,11380,0.4
249,2011-11-21,13.178929,11380,0.4
250,2011-11-22,13.446786,11380,0.4
251,2011-11-23,13.106786,11380,0.4
252,2011-11-25,12.984643,11380,0.4
253,2011-11-28,13.432857,11380,0.4
254,2011-11-29,13.328571,11380,0.4
255,2011-11-30,13.65,11380,0.4
256,2011-12-01,13.854643,11380,0.4
257,2011-12-02,13.917857,11380,0.4
258,2011-12-05,14.036071,11380,0.4
259,2011-12-06,13.9625,11380,0.4
260,2011-12-07,13.896071,11380,0.4
261,2011-12-08,13.952143,11380,0.4
262,2011-12-09,14.057857,11380,0.4
263,2011-12-12,13.994286,11380,0.4
264,2011-12-13,13.886071,11380,0.4
265,2011-12-14,13.578214,11380,0.4
266,2011-12-15,13.533571,11380,0.4
267,2011-12-16,13.607857,11380,0.4
268,2011-12-19,13.650357,11380,0.4
269,2011-12-20,14.141071,11380,0.4
270,2011-12-21,14.158929,11380,0.4
271,2011-12-22,14.233929,11380,0.4
272,2011-12-23,14.404643,11380,0.4
273,2011-12-27,14.518929,11380,0.4
274,2011-12-28,14.38,11380,0.4
275,2011-12-29,14.468571,11380,0.4
276,2011-12-30,14.464286,11380,0.4
277,2012-01-03,14.686786,20703,0.44
278,2012-01-04,14.765714,20703,0.44
279,2012-01-05,14.929643,20703,0.44
280,2012-01-06,15.085714,20703,0.44
281,2012-01-09,15.061786,20703,0.44
282,2012-01-10,15.115714,20703,0.44
283,2012-01-11,15.091071,20703,0.44
284,2012-01-12,15.049643,20703,0.44
285,2012-01-13,14.993214,20703,0.44
286,2012-01-17,15.167857,20703,0.44
287,2012-01-18,15.325357,20703,0.44
288,2012-01-19,15.276786,20703,0.44
289,2012-01-20,15.010714,20703,0.44
290,2012-01-23,15.264643,20703,0.44
291,2012-01-24,15.014643,20703,0.44
292,2012-01-25,15.952143,20703,0.44
293,2012-01-26,15.879643,20703,0.44
294,2012-01-27,15.974286,20703,0.44
295,2012-01-30,16.178928,20703,0.44
296,2012-01-31,16.302856,20703,0.44
297,2012-02-01,16.2925,20703,0.44
298,2012-02-02,16.254286,20703,0.44
299,2012-02-03,16.417143,20703,0.44
300,2012-02-06,16.570356,20703,0.44
301,2012-02-07,16.743929,20703,0.44
302,2012-02-08,17.024286,20703,0.44
303,2012-02-09,17.613214,20703,0.44
304,2012-02-10,17.622143,20703,0.44
305,2012-02-13,17.950001,20703,0.44
306,2012-02-14,18.195,20703,0.44
307,2012-02-15,17.77393,20703,0.44
308,2012-02-16,17.936071,20703,0.44
309,2012-02-17,17.932858,20703,0.44
310,2012-02-21,18.387501,20703,0.44
311,2012-02-22,18.322857,20703,0.44
312,2012-02-23,18.442499,20703,0.44
313,2012-02-24,18.657499,20703,0.44
314,2012-02-27,18.777143,20703,0.44
315,2012-02-28,19.121786,20703,0.44
316,2012-02-29,19.372856,20703,0.44
317,2012-03-01,19.445356,20703,0.44
318,2012-03-02,19.470715,20703,0.44
319,2012-03-05,19.04143,20703,0.44
320,2012-03-06,18.937857,20703,0.44
321,2012-03-07,18.953215,20703,0.44
322,2012-03-08,19.356787,20703,0.44
323,2012-03-09,19.470358,20703,0.44
324,2012-03-12,19.714287,20703,0.44
325,2012-03-13,20.289286,20703,0.44
326,2012-03-14,21.056429,20703,0.44
327,2012-03-15,20.912857,20703,0.44
328,2012-03-16,20.913214,20703,0.44
329,2012-03-19,21.467857,20703,0.44
330,2012-03-20,21.64143,20703,0.44
331,2012-03-21,21.517857,20703,0.44
332,2012-03-22,21.405001,20703,0.44
333,2012-03-23,21.2875,20703,0.44
334,2012-03-26,21.677856,20703,0.44
335,2012-03-27,21.945715,20703,0.44
336,2012-03-28,22.057858,20703,0.44
337,2012-03-29,21.780714,20703,0.44
338,2012-03-30,21.4125,20703,0.44
339,2012-04-02,22.093929,18564,0.46
340,2012-04-03,22.475714,18564,0.46
341,2012-04-04,22.296785,18564,0.46
342,2012-04-05,22.63143,18564,0.46
343,2012-04-09,22.7225,18564,0.46
344,2012-04-10,22.444286,18564,0.46
345,2012-04-11,22.364286,18564,0.46
346,2012-04-12,22.241785,18564,0.46
347,2012-04-13,21.615356,18564,0.46
348,2012-04-16,20.718929,18564,0.46
349,2012-04-17,21.775,18564,0.46
350,2012-04-18,21.726429,18564,0.46
351,2012-04-19,20.98,18564,0.46
352,2012-04-20,20.463572,18564,0.46
353,2012-04-23,20.417856,18564,0.46
354,2012-04-24,20.01,18564,0.46
355,2012-04-25,21.785713,18564,0.46
356,2012-04-26,21.703571,18564,0.46
357,2012-04-27,21.535713,18564,0.46
358,2012-04-30,20.856428,18564,0.46
359,2012-05-01,20.790358,18564,0.46
360,2012-05-02,20.927856,18564,0.46
361,2012-05-03,20.779285,18564,0.46
362,2012-05-04,20.1875,18564,0.46
363,2012-05-07,20.338572,18564,0.46
364,2012-05-08,20.292143,18564,0.46
365,2012-05-09,20.327856,18564,0.46
366,2012-05-10,20.375713,18564,0.46
367,2012-05-11,20.239643,18564,0.46
368,2012-05-14,19.936428,18564,0.46
369,2012-05-15,19.756071,18564,0.46
370,2012-05-16,19.502857,18564,0.46
371,2012-05-17,18.932858,18564,0.46
372,2012-05-18,18.942142,18564,0.46
373,2012-05-21,20.045713,18564,0.46
374,2012-05-22,19.891787,18564,0.46
375,2012-05-23,20.377144,18564,0.46
376,2012-05-24,20.190001,18564,0.46
377,2012-05-25,20.081785,18564,0.46
378,2012-05-29,20.438213,18564,0.46
379,2012-05-30,20.684643,18564,0.46
380,2012-05-31,20.633215,18564,0.46
381,2012-06-01,20.035357,18564,0.46
382,2012-06-04,20.153214,18564,0.46
383,2012-06-05,20.10107,18564,0.46
384,2012-06-06,20.409286,18564,0.46
385,2012-06-07,20.418571,18564,0.46
386,2012-06-08,20.725714,18564,0.46
387,2012-06-11,20.39893,18564,0.46
388,2012-06-12,20.577143,18564,0.46
389,2012-06-13,20.434286,18564,0.46
390,2012-06-14,20.411785,18564,0.46
391,2012-06-15,20.504642,18564,0.46
392,2012-06-18,20.920713,18564,0.46
393,2012-06-19,20.97893,18564,0.46
394,2012-06-20,20.919287,18564,0.46
395,2012-06-21,20.631071,18564,0.46
396,2012-06-22,20.789286,18564,0.46
397,2012-06-25,20.384644,18564,0.46
398,2012-06-26,20.429644,18564,0.46
399,2012-06-27,20.517857,18564,0.46
400,2012-06-28,20.323214,18564,0.46
401,2012-06-29,20.857143,18564,0.46
402,2012-07-02,21.161428,14994,0.42
403,2012-07-03,21.407499,14994,0.42
404,2012-07-05,21.783571,14994,0.42
405,2012-07-06,21.638571,14994,0.42
406,2012-07-09,21.924643,14994,0.42
407,2012-07-10,21.721786,14994,0.42
408,2012-07-11,21.586786,14994,0.42
409,2012-07-12,21.389286,14994,0.42
410,2012-07-13,21.606071,14994,0.42
411,2012-07-16,21.675358,14994,0.42
412,2012-07-17,21.67643,14994,0.42
413,2012-07-18,21.652143,14994,0.42
414,2012-07-19,21.940001,14994,0.42
415,2012-07-20,21.582144,14994,0.42
416,2012-07-23,21.565357,14994,0.42
417,2012-07-24,21.46143,14994,0.42
418,2012-07-25,20.534643,14994,0.42
419,2012-07-26,20.531429,14994,0.42
420,2012-07-27,20.898571,14994,0.42
421,2012-07-30,21.251072,14994,0.42
422,2012-07-31,21.812857,14994,0.42
423,2012-08-01,21.671785,14994,0.42
424,2012-08-02,21.706785,14994,0.42
425,2012-08-03,21.989286,14994,0.42
426,2012-08-06,22.233929,14994,0.42
427,2012-08-07,22.175358,14994,0.42
428,2012-08-08,22.137857,14994,0.42
429,2012-08-09,22.168928,14994,0.42
430,2012-08-10,22.203571,14994,0.42
431,2012-08-13,22.5,14994,0.42
432,2012-08-14,22.560356,14994,0.42
433,2012-08-15,22.529642,14994,0.42
434,2012-08-16,22.726429,14994,0.42
435,2012-08-17,23.146786,14994,0.42
436,2012-08-20,23.755358,14994,0.42
437,2012-08-21,23.430714,14994,0.42
438,2012-08-22,23.888214,14994,0.42
439,2012-08-23,23.665358,14994,0.42
440,2012-08-24,23.686428,14994,0.42
441,2012-08-27,24.13143,14994,0.42
442,2012-08-28,24.1,14994,0.42
443,2012-08-29,24.0525,14994,0.42
444,2012-08-30,23.709642,14994,0.42
445,2012-08-31,23.758572,14994,0.42
446,2012-09-04,24.106071,14994,0.42
447,2012-09-05,23.936787,14994,0.42
448,2012-09-06,24.1525,14994,0.42
449,2012-09-07,24.30143,14994,0.42
450,2012-09-10,23.669287,14994,0.42
451,2012-09-11,23.592501,14994,0.42
452,2012-09-12,23.92107,14994,0.42
453,2012-09-13,24.392143,14994,0.42
454,2012-09-14,24.688572,14994,0.42
455,2012-09-17,24.992144,14994,0.42
456,2012-09-18,25.068214,14994,0.42
457,2012-09-19,25.075001,14994,0.42
458,2012-09-20,24.953571,14994,0.42
459,2012-09-21,25.003214,14994,0.42
460,2012-09-24,24.67107,14994,0.42
461,2012-09-25,24.055,14994,0.42
462,2012-09-26,23.75643,14994,0.42
463,2012-09-27,24.332857,14994,0.42
464,2012-09-28,23.825001,14994,0.42
465,2012-10-01,23.549643,14401,0.4
466,2012-10-02,23.618214,14401,0.4
467,2012-10-03,23.980356,14401,0.4
468,2012-10-04,23.814285,14401,0.4
469,2012-10-05,23.306786,14401,0.4
470,2012-10-08,22.791786,14401,0.4
471,2012-10-09,22.708929,14401,0.4
472,2012-10-10,22.889643,14401,0.4
473,2012-10-11,22.432142,14401,0.4
474,2012-10-12,22.489643,14401,0.4
475,2012-10-15,22.67,14401,0.4
476,2012-10-16,23.206785,14401,0.4
477,2012-10-17,23.021786,14401,0.4
478,2012-10-18,22.594286,14401,0.4
479,2012-10-19,21.780001,14401,0.4
480,2012-10-22,22.643929,14401,0.4
481,2012-10-23,21.905714,14401,0.4
482,2012-10-24,22.029642,14401,0.4
483,2012-10-25,21.769285,14401,0.4
484,2012-10-26,21.571428,14401,0.4
485,2012-10-31,21.261429,14401,0.4
486,2012-11-01,21.305,14401,0.4
487,2012-11-02,20.6,14401,0.4
488,2012-11-05,20.879286,14401,0.4
489,2012-11-06,20.816071,14401,0.4
490,2012-11-07,19.928572,14401,0.4
491,2012-11-08,19.205357,14401,0.4
492,2012-11-09,19.537857,14401,0.4
493,2012-11-12,19.386786,14401,0.4
494,2012-11-13,19.389286,14401,0.4
495,2012-11-14,19.174286,14401,0.4
496,2012-11-15,18.772142,14401,0.4
497,2012-11-16,18.845715,14401,0.4
498,2012-11-19,20.204643,14401,0.4
499,2012-11-20,20.032499,14401,0.4
500,2012-11-21,20.060715,14401,0.4
501,2012-11-23,20.410713,14401,0.4
502,2012-11-26,21.054644,14401,0.4
503,2012-11-27,20.885,14401,0.4
504,2012-11-28,20.819286,14401,0.4
505,2012-11-29,21.048571,14401,0.4
506,2012-11-30,20.902857,14401,0.4
507,2012-12-03,20.935356,14401,0.4
508,2012-12-04,20.566071,14401,0.4
509,2012-12-05,19.2425,14401,0.4
510,2012-12-06,19.544287,14401,0.4
511,2012-12-07,19.044643,14401,0.4
512,2012-12-10,18.922144,14401,0.4
513,2012-12-11,19.335358,14401,0.4
514,2012-12-12,19.25,14401,0.4
515,2012-12-13,18.9175,14401,0.4
516,2012-12-14,18.206785,14401,0.4
517,2012-12-17,18.529642,14401,0.4
518,2012-12-18,19.067858,14401,0.4
519,2012-12-19,18.796785,14401,0.4
520,2012-12-20,18.633215,14401,0.4
521,2012-12-21,18.547501,14401,0.4
522,2012-12-24,18.577499,14401,0.4
523,2012-12-26,18.321428,14401,0.4
524,2012-12-27,18.395,14401,0.4
525,2012-12-28,18.199642,14401,0.4
526,2012-12-31,19.006071,21060,0.36
527,2013-01-02,19.608213,21060,0.36
528,2013-01-03,19.360714,21060,0.36
529,2013-01-04,18.821428,21060,0.36
530,2013-01-07,18.710714,21060,0.36
531,2013-01-08,18.76107,21060,0.36
532,2013-01-09,18.467857,21060,0.36
533,2013-01-10,18.696787,21060,0.36
534,2013-01-11,18.582144,21060,0.36
535,2013-01-14,17.919643,21060,0.36
536,2013-01-15,17.354286,21060,0.36
537,2013-01-16,18.074642,21060,0.36
538,2013-01-17,17.952856,21060,0.36
539,2013-01-18,17.857143,21060,0.36
540,2013-01-22,18.0275,21060,0.36
541,2013-01-23,18.3575,21060,0.36
542,2013-01-24,16.089287,21060,0.36
543,2013-01-25,15.71,21060,0.36
544,2013-01-28,16.065357,21060,0.36
545,2013-01-29,16.366785,21060,0.36
546,2013-01-30,16.315357,21060,0.36
547,2013-01-31,16.2675,21060,0.36
548,2013-02-01,16.200714,21060,0.36
549,2013-02-04,15.797143,21060,0.36
550,2013-02-05,16.351429,21060,0.36
551,2013-02-06,16.333929,21060,0.36
552,2013-02-07,16.722143,21060,0.36
553,2013-02-08,16.963572,21060,0.36
554,2013-02-11,17.140356,21060,0.36
555,2013-02-12,16.710714,21060,0.36
556,2013-02-13,16.678928,21060,0.36
557,2013-02-14,16.663929,21060,0.36
558,2013-02-15,16.434286,21060,0.36
559,2013-02-19,16.428213,21060,0.36
560,2013-02-20,16.030357,21060,0.36
561,2013-02-21,15.930714,21060,0.36
562,2013-02-22,16.100357,21060,0.36
563,2013-02-25,15.814286,21060,0.36
564,2013-02-26,16.034643,21060,0.36
565,2013-02-27,15.8775,21060,0.36
566,2013-02-28,15.764286,21060,0.36
567,2013-03-01,15.373929,21060,0.36
568,2013-03-04,15.001786,21060,0.36
569,2013-03-05,15.397857,21060,0.36
570,2013-03-06,15.202143,21060,0.36
571,2013-03-07,15.377857,21060,0.36
572,2013-03-08,15.418571,21060,0.36
573,2013-03-11,15.638214,21060,0.36
574,2013-03-12,15.301071,21060,0.36
575,2013-03-13,15.298214,21060,0.36
576,2013-03-14,15.446429,21060,0.36
577,2013-03-15,15.845,21060,0.36
578,2013-03-18,16.275715,21060,0.36
579,2013-03-19,16.231787,21060,0.36
580,2013-03-20,16.145714,21060,0.36
581,2013-03-21,16.168928,21060,0.36
582,2013-03-22,16.496786,21060,0.36
583,2013-03-25,16.556429,21060,0.36
584,2013-03-26,16.469286,21060,0.36
585,2013-03-27,16.145714,21060,0.36
586,2013-03-28,15.809286,21060,0.36
587,2013-04-01,15.318214,16349,0.32
588,2013-04-02,15.349643,16349,0.32
589,2013-04-03,15.428214,16349,0.32
590,2013-04-04,15.275714,16349,0.32
591,2013-04-05,15.114286,16349,0.32
592,2013-04-08,15.221786,16349,0.32
593,2013-04-09,15.249286,16349,0.32
594,2013-04-10,15.560357,16349,0.32
595,2013-04-11,15.511786,16349,0.32
596,2013-04-12,15.35,16349,0.32
597,2013-04-15,14.994643,16349,0.32
598,2013-04-16,15.222857,16349,0.32
599,2013-04-17,14.385714,16349,0.32
600,2013-04-18,14.001786,16349,0.32
601,2013-04-19,13.9475,16349,0.32
602,2013-04-22,14.238214,16349,0.32
603,2013-04-23,14.504643,16349,0.32
604,2013-04-24,14.480714,16349,0.32
605,2013-04-25,14.585,16349,0.32
606,2013-04-26,14.9,16349,0.32
607,2013-04-29,15.361429,16349,0.32
608,2013-04-30,15.813571,16349,0.32
609,2013-05-01,15.688929,16349,0.32
610,2013-05-02,15.911429,16349,0.32
611,2013-05-03,16.070715,16349,0.32
612,2013-05-06,16.45393,16349,0.32
613,2013-05-07,16.380714,16349,0.32
614,2013-05-08,16.565714,16349,0.32
615,2013-05-09,16.313213,16349,0.32
616,2013-05-10,16.1775,16349,0.32
617,2013-05-13,16.240713,16349,0.32
618,2013-05-14,15.852143,16349,0.32
619,2013-05-15,15.316071,16349,0.32
620,2013-05-16,15.520714,16349,0.32
621,2013-05-17,15.473571,16349,0.32
622,2013-05-20,15.818929,16349,0.32
623,2013-05-21,15.702143,16349,0.32
624,2013-05-22,15.7625,16349,0.32
625,2013-05-23,15.790714,16349,0.32
626,2013-05-24,15.898214,16349,0.32
627,2013-05-28,15.765714,16349,0.32
628,2013-05-29,15.891071,16349,0.32
629,2013-05-30,16.127857,16349,0.32
630,2013-05-31,16.061787,16349,0.32
631,2013-06-03,16.097143,16349,0.32
632,2013-06-04,16.046785,16349,0.32
633,2013-06-05,15.896786,16349,0.32
634,2013-06-06,15.659286,16349,0.32
635,2013-06-07,15.778929,16349,0.32
636,2013-06-10,15.674643,16349,0.32
637,2013-06-11,15.628571,16349,0.32
638,2013-06-12,15.435357,16349,0.32
639,2013-06-13,15.57,16349,0.32
640,2013-06-14,15.358929,16349,0.32
641,2013-06-17,15.428571,16349,0.32
642,2013-06-18,15.420357,16349,0.32
643,2013-06-19,15.107143,16349,0.32
644,2013-06-20,14.887143,16349,0.32
645,2013-06-21,14.767857,16349,0.32
646,2013-06-24,14.376429,16349,0.32
647,2013-06-25,14.379643,16349,0.32
648,2013-06-26,14.216786,16349,0.32
649,2013-06-27,14.063571,16349,0.32
650,2013-06-28,14.161786,16349,0.32
651,2013-07-01,14.615,13024,0.3
652,2013-07-02,14.946071,13024,0.3
653,2013-07-03,15.028571,13024,0.3
654,2013-07-05,14.907857,13024,0.3
655,2013-07-08,14.823214,13024,0.3
656,2013-07-09,15.083929,13024,0.3
657,2013-07-10,15.026071,13024,0.3
658,2013-07-11,15.260357,13024,0.3
659,2013-07-12,15.2325,13024,0.3
660,2013-07-15,15.265714,13024,0.3
661,2013-07-16,15.364286,13024,0.3
662,2013-07-17,15.368214,13024,0.3
663,2013-07-18,15.42,13024,0.3
664,2013-07-19,15.176786,13024,0.3
665,2013-07-22,15.225357,13024,0.3
666,2013-07-23,14.963929,13024,0.3
667,2013-07-24,15.7325,13024,0.3
668,2013-07-25,15.660714,13024,0.3
669,2013-07-26,15.749643,13024,0.3
670,2013-07-29,15.9925,13024,0.3
671,2013-07-30,16.190001,13024,0.3
672,2013-07-31,16.161785,13024,0.3
673,2013-08-01,16.309999,13024,0.3
674,2013-08-02,16.519285,13024,0.3
675,2013-08-05,16.766071,13024,0.3
676,2013-08-06,16.616072,13024,0.3
677,2013-08-07,16.606428,13024,0.3
678,2013-08-08,16.464643,13024,0.3
679,2013-08-09,16.230356,13024,0.3
680,2013-08-12,16.691429,13024,0.3
681,2013-08-13,17.484644,13024,0.3
682,2013-08-14,17.803572,13024,0.3
683,2013-08-15,17.782499,13024,0.3
684,2013-08-16,17.940357,13024,0.3
685,2013-08-19,18.133572,13024,0.3
686,2013-08-20,17.895357,13024,0.3
687,2013-08-21,17.941429,13024,0.3
688,2013-08-22,17.962856,13024,0.3
689,2013-08-23,17.893572,13024,0.3
690,2013-08-26,17.963215,13024,0.3
691,2013-08-27,17.449642,13024,0.3
692,2013-08-28,17.532143,13024,0.3
693,2013-08-29,17.560715,13024,0.3
694,2013-08-30,17.400715,13024,0.3
695,2013-09-03,17.449286,13024,0.3
696,2013-09-04,17.810356,13024,0.3
697,2013-09-05,17.688213,13024,0.3
698,2013-09-06,17.793571,13024,0.3
699,2013-09-09,18.077499,13024,0.3
700,2013-09-10,17.665714,13024,0.3
701,2013-09-11,16.70393,13024,0.3
702,2013-09-12,16.881786,13024,0.3
703,2013-09-13,16.603571,13024,0.3
704,2013-09-16,16.075714,13024,0.3
705,2013-09-17,16.261429,13024,0.3
706,2013-09-18,16.595715,13024,0.3
707,2013-09-19,16.867857,13024,0.3
708,2013-09-20,16.693214,13024,0.3
709,2013-09-23,17.522858,13024,0.3
710,2013-09-24,17.467857,13024,0.3
711,2013-09-25,17.1975,13024,0.3
712,2013-09-26,17.365,13024,0.3
713,2013-09-27,17.241072,13024,0.3
714,2013-09-30,17.026787,13871,0.29
715,2013-10-01,17.427143,13871,0.29
716,2013-10-02,17.484285,13871,0.29
717,2013-10-03,17.264643,13871,0.29
718,2013-10-04,17.251072,13871,0.29
719,2013-10-07,17.419643,13871,0.29
720,2013-10-08,17.17643,13871,0.29
721,2013-10-09,17.378214,13871,0.29
722,2013-10-10,17.487143,13871,0.29
723,2013-10-11,17.600357,13871,0.29
724,2013-10-14,17.715714,13871,0.29
725,2013-10-15,17.809999,13871,0.29
726,2013-10-16,17.896786,13871,0.29
727,2013-10-17,18.017857,13871,0.29
728,2013-10-18,18.174643,13871,0.29
729,2013-10-21,18.620001,13871,0.29
730,2013-10-22,18.566786,13871,0.29
731,2013-10-23,18.748571,13871,0.29
