,Date_x,Close,grouper,Date_y,GDP_growth
113,2011-05-10,12.480357,2011,2011-01-01,1.54989495
114,2011-05-11,12.401071,2011,2011-01-01,1.54989495
115,2011-05-12,12.3775,2011,2011-01-01,1.54989495
116,2011-05-13,12.160714,2011,2011-01-01,1.54989495
117,2011-05-16,11.903571,2011,2011-01-01,1.54989495
118,2011-05-17,12.005,2011,2011-01-01,1.54989495
119,2011-05-18,12.138214,2011,2011-01-01,1.54989495
120,2011-05-19,12.161786,2011,2011-01-01,1.54989495
121,2011-05-20,11.972143,2011,2011-01-01,1.54989495
122,2011-05-23,11.942857,2011,2011-01-01,1.54989495
123,2011-05-24,11.863929,2011,2011-01-01,1.54989495
124,2011-05-25,12.027857,2011,2011-01-01,1.54989495
125,2011-05-26,11.964286,2011,2011-01-01,1.54989495
126,2011-05-27,12.050357,2011,2011-01-01,1.54989495
127,2011-05-31,12.4225,2011,2011-01-01,1.54989495
128,2011-06-01,12.339643,2011,2011-01-01,1.54989495
129,2011-06-02,12.360714,2011,2011-01-01,1.54989495
130,2011-06-03,12.265714,2011,2011-01-01,1.54989495
131,2011-06-06,12.072857,2011,2011-01-01,1.54989495
132,2011-06-07,11.858571,2011,2011-01-01,1.54989495
133,2011-06-08,11.865714,2011,2011-01-01,1.54989495
134,2011-06-09,11.838929,2011,2011-01-01,1.54989495
135,2011-06-10,11.639286,2011,2011-01-01,1.54989495
136,2011-06-13,11.664286,2011,2011-01-01,1.54989495
137,2011-06-14,11.872857,2011,2011-01-01,1.54989495
138,2011-06-15,11.669643,2011,2011-01-01,1.54989495
139,2011-06-16,11.612857,2011,2011-01-01,1.54989495
140,2011-06-17,11.437857,2011,2011-01-01,1.54989495
141,2011-06-20,11.261429,2011,2011-01-01,1.54989495
142,2011-06-21,11.617857,2011,2011-01-01,1.54989495
143,2011-06-22,11.521786,2011,2011-01-01,1.54989495
144,2011-06-23,11.829643,2011,2011-01-01,1.54989495
145,2011-06-24,11.655357,2011,2011-01-01,1.54989495
146,2011-06-27,11.858571,2011,2011-01-01,1.54989495
147,2011-06-28,11.973571,2011,2011-01-01,1.54989495
148,2011-06-29,11.93,2011,2011-01-01,1.54989495
149,2011-06-30,11.988214,2011,2011-01-01,1.54989495
150,2011-07-01,12.259286,2011,2011-01-01,1.54989495
151,2011-07-05,12.479643,2011,2011-01-01,1.54989495
152,2011-07-06,12.562857,2011,2011-01-01,1.54989495
153,2011-07-07,12.757143,2011,2011-01-01,1.54989495
154,2011-07-08,12.846786,2011,2011-01-01,1.54989495
155,2011-07-11,12.642857,2011,2011-01-01,1.54989495
156,2011-07-12,12.633929,2011,2011-01-01,1.54989495
157,2011-07-13,12.786429,2011,2011-01-01,1.54989495
158,2011-07-14,12.7775,2011,2011-01-01,1.54989495
159,2011-07-15,13.032857,2011,2011-01-01,1.54989495
160,2011-07-18,13.35,2011,2011-01-01,1.54989495
161,2011-07-19,13.458929,2011,2011-01-01,1.54989495
162,2011-07-20,13.817857,2011,2011-01-01,1.54989495
163,2011-07-21,13.831786,2011,2011-01-01,1.54989495
164,2011-07-22,14.046429,2011,2011-01-01,1.54989495
165,2011-07-25,14.232143,2011,2011-01-01,1.54989495
166,2011-07-26,14.4075,2011,2011-01-01,1.54989495
167,2011-07-27,14.021071,2011,2011-01-01,1.54989495
168,2011-07-28,13.993571,2011,2011-01-01,1.54989495
169,2011-07-29,13.945714,2011,2011-01-01,1.54989495
170,2011-08-01,14.169643,2011,2011-01-01,1.54989495
171,2011-08-02,13.889643,2011,2011-01-01,1.54989495
172,2011-08-03,14.020357,2011,2011-01-01,1.54989495
173,2011-08-04,13.4775,2011,2011-01-01,1.54989495
174,2011-08-05,13.343571,2011,2011-01-01,1.54989495
175,2011-08-08,12.614643,2011,2011-01-01,1.54989495
176,2011-08-09,13.3575,2011,2011-01-01,1.54989495
177,2011-08-10,12.988929,2011,2011-01-01,1.54989495
178,2011-08-11,13.346429,2011,2011-01-01,1.54989495
179,2011-08-12,13.463929,2011,2011-01-01,1.54989495
180,2011-08-15,13.693214,2011,2011-01-01,1.54989495
181,2011-08-16,13.588571,2011,2011-01-01,1.54989495
182,2011-08-17,13.587143,2011,2011-01-01,1.54989495
183,2011-08-18,13.073214,2011,2011-01-01,1.54989495
184,2011-08-19,12.715357,2011,2011-01-01,1.54989495
185,2011-08-22,12.73,2011,2011-01-01,1.54989495
186,2011-08-23,13.342857,2011,2011-01-01,1.54989495
187,2011-08-24,13.435,2011,2011-01-01,1.54989495
188,2011-08-25,13.347143,2011,2011-01-01,1.54989495
189,2011-08-26,13.699286,2011,2011-01-01,1.54989495
190,2011-08-29,13.9275,2011,2011-01-01,1.54989495
191,2011-08-30,13.928214,2011,2011-01-01,1.54989495
192,2011-08-31,13.743929,2011,2011-01-01,1.54989495
193,2011-09-01,13.608214,2011,2011-01-01,1.54989495
194,2011-09-02,13.358929,2011,2011-01-01,1.54989495
195,2011-09-06,13.562143,2011,2011-01-01,1.54989495
196,2011-09-07,13.711786,2011,2011-01-01,1.54989495
197,2011-09-08,13.719286,2011,2011-01-01,1.54989495
198,2011-09-09,13.481429,2011,2011-01-01,1.54989495
199,2011-09-12,13.569286,2011,2011-01-01,1.54989495
200,2011-09-13,13.736429,2011,2011-01-01,1.54989495
201,2011-09-14,13.903571,2011,2011-01-01,1.54989495
202,2011-09-15,14.034286,2011,2011-01-01,1.54989495
203,2011-09-16,14.303571,2011,2011-01-01,1.54989495
204,2011-09-19,14.701071,2011,2011-01-01,1.54989495
205,2011-09-20,14.766071,2011,2011-01-01,1.54989495
206,2011-09-21,14.719286,2011,2011-01-01,1.54989495
207,2011-09-22,14.350714,2011,2011-01-01,1.54989495
208,2011-09-23,14.439286,2011,2011-01-01,1.54989495
209,2011-09-26,14.398929,2011,2011-01-01,1.54989495
210,2011-09-27,14.259286,2011,2011-01-01,1.54989495
211,2011-09-28,14.178929,2011,2011-01-01,1.54989495
212,2011-09-29,13.948929,2011,2011-01-01,1.54989495
213,2011-09-30,13.618571,2011,2011-01-01,1.54989495
214,2011-10-03,13.378571,2011,2011-01-01,1.54989495
215,2011-10-04,13.303571,2011,2011-01-01,1.54989495
216,2011-10-05,13.508929,2011,2011-01-01,1.54989495
217,2011-10-06,13.4775,2011,2011-01-01,1.54989495
218,2011-10-07,13.207143,2011,2011-01-01,1.54989495
219,2011-10-10,13.886071,2011,2011-01-01,1.54989495
220,2011-10-11,14.296071,2011,2011-01-01,1.54989495
221,2011-10-12,14.363929,2011,2011-01-01,1.54989495
222,2011-10-13,14.586786,2011,2011-01-01,1.54989495
223,2011-10-14,15.071429,2011,2011-01-01,1.54989495
224,2011-10-17,14.999643,2011,2011-01-01,1.54989495
225,2011-10-18,15.08,2011,2011-01-01,1.54989495
226,2011-10-19,14.236429,2011,2011-01-01,1.54989495
227,2011-10-20,14.118214,2011,2011-01-01,1.54989495
228,2011-10-21,14.031071,2011,2011-01-01,1.54989495
229,2011-10-24,14.491786,2011,2011-01-01,1.54989495
230,2011-10-25,14.206071,2011,2011-01-01,1.54989495
231,2011-10-26,14.307143,2011,2011-01-01,1.54989495
232,2011-10-27,14.453214,2011,2011-01-01,1.54989495
233,2011-10-28,14.4625,2011,2011-01-01,1.54989495
234,2011-10-31,14.456429,2011,2011-01-01,1.54989495
235,2011-11-01,14.161071,2011,2011-01-01,1.54989495
236,2011-11-02,14.193214,2011,2011-01-01,1.54989495
237,2011-11-03,14.395357,2011,2011-01-01,1.54989495
238,2011-11-04,14.294286,2011,2011-01-01,1.54989495
239,2011-11-07,14.276071,2011,2011-01-01,1.54989495
240,2011-11-08,14.508214,2011,2011-01-01,1.54989495
241,2011-11-09,14.117143,2011,2011-01-01,1.54989495
242,2011-11-10,13.757857,2011,2011-01-01,1.54989495
243,2011-11-11,13.736429,2011,2011-01-01,1.54989495
244,2011-11-14,13.545,2011,2011-01-01,1.54989495
245,2011-11-15,13.886786,2011,2011-01-01,1.54989495
246,2011-11-16,13.741786,2011,2011-01-01,1.54989495
247,2011-11-17,13.478929,2011,2011-01-01,1.54989495
248,2011-11-18,13.390714,2011,2011-01-01,1.54989495
249,2011-11-21,13.178929,2011,2011-01-01,1.54989495
250,2011-11-22,13.446786,2011,2011-01-01,1.54989495
251,2011-11-23,13.106786,2011,2011-01-01,1.54989495
252,2011-11-25,12.984643,2011,2011-01-01,1.54989495
253,2011-11-28,13.432857,2011,2011-01-01,1.54989495
254,2011-11-29,13.328571,2011,2011-01-01,1.54989495
255,2011-11-30,13.65,2011,2011-01-01,1.54989495
256,2011-12-01,13.854643,2011,2011-01-01,1.54989495
257,2011-12-02,13.917857,2011,2011-01-01,1.54989495
258,2011-12-05,14.036071,2011,2011-01-01,1.54989495
259,2011-12-06,13.9625,2011,2011-01-01,1.54989495
260,2011-12-07,13.896071,2011,2011-01-01,1.54989495
261,2011-12-08,13.952143,2011,2011-01-01,1.54989495
262,2011-12-09,14.057857,2011,2011-01-01,1.54989495
263,2011-12-12,13.994286,2011,2011-01-01,1.54989495
264,2011-12-13,13.886071,2011,2011-01-01,1.54989495
265,2011-12-14,13.578214,2011,2011-01-01,1.54989495
266,2011-12-15,13.533571,2011,2011-01-01,1.54989495
267,2011-12-16,13.607857,2011,2011-01-01,1.54989495
268,2011-12-19,13.650357,2011,2011-01-01,1.54989495
269,2011-12-20,14.141071,2011,2011-01-01,1.54989495
270,2011-12-21,14.158929,2011,2011-01-01,1.54989495
271,2011-12-22,14.233929,2011,2011-01-01,1.54989495
272,2011-12-23,14.404643,2011,2011-01-01,1.54989495
273,2011-12-27,14.518929,2011,2011-01-01,1.54989495
274,2011-12-28,14.38,2011,2011-01-01,1.54989495
275,2011-12-29,14.468571,2011,2011-01-01,1.54989495
276,2011-12-30,14.464286,2011,2011-01-01,1.54989495
277,2012-01-03,14.686786,2012,2012-01-01,2.2806876
278,2012-01-04,14.765714,2012,2012-01-01,2.2806876
279,2012-01-05,14.929643,2012,2012-01-01,2.2806876
280,2012-01-06,15.085714,2012,2012-01-01,2.2806876
281,2012-01-09,15.061786,2012,2012-01-01,2.2806876
282,2012-01-10,15.115714,2012,2012-01-01,2.2806876
283,2012-01-11,15.091071,2012,2012-01-01,2.2806876
284,2012-01-12,15.049643,2012,2012-01-01,2.2806876
285,2012-01-13,14.993214,2012,2012-01-01,2.2806876
286,2012-01-17,15.167857,2012,2012-01-01,2.2806876
287,2012-01-18,15.325357,2012,2012-01-01,2.2806876
288,2012-01-19,15.276786,2012,2012-01-01,2.2806876
289,2012-01-20,15.010714,2012,2012-01-01,2.2806876
290,2012-01-23,15.264643,2012,2012-01-01,2.2806876
291,2012-01-24,15.014643,2012,2012-01-01,2.2806876
292,2012-01-25,15.952143,2012,2012-01-01,2.2806876
293,2012-01-26,15.879643,2012,2012-01-01,2.2806876
294,2012-01-27,15.974286,2012,2012-01-01,2.2806876
295,2012-01-30,16.178928,2012,2012-01-01,2.2806876
296,2012-01-31,16.302856,2012,2012-01-01,2.2806876
297,2012-02-01,16.2925,2012,2012-01-01,2.2806876
298,2012-02-02,16.254286,2012,2012-01-01,2.2806876
299,2012-02-03,16.417143,2012,2012-01-01,2.2806876
300,2012-02-06,16.570356,2012,2012-01-01,2.2806876
301,2012-02-07,16.743929,2012,2012-01-01,2.2806876
302,2012-02-08,17.024286,2012,2012-01-01,2.2806876
303,2012-02-09,17.613214,2012,2012-01-01,2.2806876
304,2012-02-10,17.622143,2012,2012-01-01,2.2806876
305,2012-02-13,17.950001,2012,2012-01-01,2.2806876
306,2012-02-14,18.195,2012,2012-01-01,2.2806876
307,2012-02-15,17.77393,2012,2012-01-01,2.2806876
308,2012-02-16,17.936071,2012,2012-01-01,2.2806876
309,2012-02-17,17.932858,2012,2012-01-01,2.2806876
310,2012-02-21,18.387501,2012,2012-01-01,2.2806876
311,2012-02-22,18.322857,2012,2012-01-01,2.2806876
312,2012-02-23,18.442499,2012,2012-01-01,2.2806876
313,2012-02-24,18.657499,2012,2012-01-01,2.2806876
314,2012-02-27,18.777143,2012,2012-01-01,2.2806876
315,2012-02-28,19.121786,2012,2012-01-01,2.2806876
316,2012-02-29,19.372856,2012,2012-01-01,2.2806876
317,2012-03-01,19.445356,2012,2012-01-01,2.2806876
318,2012-03-02,19.470715,2012,2012-01-01,2.2806876
319,2012-03-05,19.04143,2012,2012-01-01,2.2806876
320,2012-03-06,18.937857,2012,2012-01-01,2.2806876
321,2012-03-07,18.953215,2012,2012-01-01,2.2806876
322,2012-03-08,19.356787,2012,2012-01-01,2.2806876
323,2012-03-09,19.470358,2012,2012-01-01,2.2806876
324,2012-03-12,19.714287,2012,2012-01-01,2.2806876
325,2012-03-13,20.289286,2012,2012-01-01,2.2806876
326,2012-03-14,21.056429,2012,2012-01-01,2.2806876
327,2012-03-15,20.912857,2012,2012-01-01,2.2806876
328,2012-03-16,20.913214,2012,2012-01-01,2.2806876
329,2012-03-19,21.467857,2012,2012-01-01,2.2806876
330,2012-03-20,21.64143,2012,2012-01-01,2.2806876
331,2012-03-21,21.517857,2012,2012-01-01,2.2806876
332,2012-03-22,21.405001,2012,2012-01-01,2.2806876
333,2012-03-23,21.2875,2012,2012-01-01,2.2806876
334,2012-03-26,21.677856,2012,2012-01-01,2.2806876
335,2012-03-27,21.945715,2012,2012-01-01,2.2806876
336,2012-03-28,22.057858,2012,2012-01-01,2.2806876
337,2012-03-29,21.780714,2012,2012-01-01,2.2806876
338,2012-03-30,21.4125,2012,2012-01-01,2.2806876
339,2012-04-02,22.093929,2012,2012-01-01,2.2806876
340,2012-04-03,22.475714,2012,2012-01-01,2.2806876
341,2012-04-04,22.296785,2012,2012-01-01,2.2806876
342,2012-04-05,22.63143,2012,2012-01-01,2.2806876
343,2012-04-09,22.7225,2012,2012-01-01,2.2806876
344,2012-04-10,22.444286,2012,2012-01-01,2.2806876
345,2012-04-11,22.364286,2012,2012-01-01,2.2806876
346,2012-04-12,22.241785,2012,2012-01-01,2.2806876
347,2012-04-13,21.615356,2012,2012-01-01,2.2806876
348,2012-04-16,20.718929,2012,2012-01-01,2.2806876
349,2012-04-17,21.775,2012,2012-01-01,2.2806876
350,2012-04-18,21.726429,2012,2012-01-01,2.2806876
351,2012-04-19,20.98,2012,2012-01-01,2.2806876
352,2012-04-20,20.463572,2012,2012-01-01,2.2806876
353,2012-04-23,20.417856,2012,2012-01-01,2.2806876
354,2012-04-24,20.01,2012,2012-01-01,2.2806876
355,2012-04-25,21.785713,2012,2012-01-01,2.2806876
356,2012-04-26,21.703571,2012,2012-01-01,2.2806876
357,2012-04-27,21.535713,2012,2012-01-01,2.2806876
358,2012-04-30,20.856428,2012,2012-01-01,2.2806876
359,2012-05-01,20.790358,2012,2012-01-01,2.2806876
360,2012-05-02,20.927856,2012,2012-01-01,2.2806876
361,2012-05-03,20.779285,2012,2012-01-01,2.2806876
362,2012-05-04,20.1875,2012,2012-01-01,2.2806876
363,2012-05-07,20.338572,2012,2012-01-01,2.2806876
364,2012-05-08,20.292143,2012,2012-01-01,2.2806876
365,2012-05-09,20.327856,2012,2012-01-01,2.2806876
366,2012-05-10,20.375713,2012,2012-01-01,2.2806876
367,2012-05-11,20.239643,2012,2012-01-01,2.2806876
368,2012-05-14,19.936428,2012,2012-01-01,2.2806876
369,2012-05-15,19.756071,2012,2012-01-01,2.2806876
370,2012-05-16,19.502857,2012,2012-01-01,2.2806876
371,2012-05-17,18.932858,2012,2012-01-01,2.2806876
372,2012-05-18,18.942142,2012,2012-01-01,2.2806876
373,2012-05-21,20.045713,2012,2012-01-01,2.2806876
374,2012-05-22,19.891787,2012,2012-01-01,2.2806876
375,2012-05-23,20.377144,2012,2012-01-01,2.2806876
376,2012-05-24,20.190001,2012,2012-01-01,2.2806876
377,2012-05-25,20.081785,2012,2012-01-01,2.2806876
378,2012-05-29,20.438213,2012,2012-01-01,2.2806876
379,2012-05-30,20.684643,2012,2012-01-01,2.2806876
380,2012-05-31,20.633215,2012,2012-01-01,2.2806876
381,2012-06-01,20.035357,2012,2012-01-01,2.2806876
382,2012-06-04,20.153214,2012,2012-01-01,2.2806876
383,2012-06-05,20.10107,2012,2012-01-01,2.2806876
384,2012-06-06,20.409286,2012,2012-01-01,2.2806876
385,2012-06-07,20.418571,2012,2012-01-01,2.2806876
386,2012-06-08,20.725714,2012,2012-01-01,2.2806876
387,2012-06-11,20.39893,2012,2012-01-01,2.2806876
388,2012-06-12,20.577143,2012,2012-01-01,2.2806876
389,2012-06-13,20.434286,2012,2012-01-01,2.2806876
390,2012-06-14,20.411785,2012,2012-01-01,2.2806876
391,2012-06-15,20.504642,2012,2012-01-01,2.2806876
392,2012-06-18,20.920713,2012,2012-01-01,2.2806876
393,2012-06-19,20.97893,2012,2012-01-01,2.2806876
394,2012-06-20,20.919287,2012,2012-01-01,2.2806876
395,2012-06-21,20.631071,2012,2012-01-01,2.2806876
396,2012-06-22,20.789286,2012,2012-01-01,2.2806876
397,2012-06-25,20.384644,2012,2012-01-01,2.2806876
398,2012-06-26,20.429644,2012,2012-01-01,2.2806876
399,2012-06-27,20.517857,2012,2012-01-01,2.2806876
400,2012-06-28,20.323214,2012,2012-01-01,2.2806876
401,2012-06-29,20.857143,2012,2012-01-01,2.2806876
402,2012-07-02,21.161428,2012,2012-01-01,2.2806876
403,2012-07-03,21.407499,2012,2012-01-01,2.2806876
404,2012-07-05,21.783571,2012,2012-01-01,2.2806876
405,2012-07-06,21.638571,2012,2012-01-01,2.2806876
406,2012-07-09,21.924643,2012,2012-01-01,2.2806876
407,2012-07-10,21.721786,2012,2012-01-01,2.2806876
408,2012-07-11,21.586786,2012,2012-01-01,2.2806876
409,2012-07-12,21.389286,2012,2012-01-01,2.2806876
410,2012-07-13,21.606071,2012,2012-01-01,2.2806876
411,2012-07-16,21.675358,2012,2012-01-01,2.2806876
412,2012-07-17,21.67643,2012,2012-01-01,2.2806876
413,2012-07-18,21.652143,2012,2012-01-01,2.2806876
414,2012-07-19,21.940001,2012,2012-01-01,2.2806876
415,2012-07-20,21.582144,2012,2012-01-01,2.2806876
416,2012-07-23,21.565357,2012,2012-01-01,2.2806876
417,2012-07-24,21.46143,2012,2012-01-01,2.2806876
418,2012-07-25,20.534643,2012,2012-01-01,2.2806876
419,2012-07-26,20.531429,2012,2012-01-01,2.2806876
420,2012-07-27,20.898571,2012,2012-01-01,2.2806876
421,2012-07-30,21.251072,2012,2012-01-01,2.2806876
422,2012-07-31,21.812857,2012,2012-01-01,2.2806876
423,2012-08-01,21.671785,2012,2012-01-01,2.2806876
424,2012-08-02,21.706785,2012,2012-01-01,2.2806876
425,2012-08-03,21.989286,2012,2012-01-01,2.2806876
426,2012-08-06,22.233929,2012,2012-01-01,2.2806876
427,2012-08-07,22.175358,2012,2012-01-01,2.2806876
428,2012-08-08,22.137857,2012,2012-01-01,2.2806876
429,2012-08-09,22.168928,2012,2012-01-01,2.2806876
430,2012-08-10,22.203571,2012,2012-01-01,2.2806876
431,2012-08-13,22.5,2012,2012-01-01,2.2806876
432,2012-08-14,22.560356,2012,2012-01-01,2.2806876
433,2012-08-15,22.529642,2012,2012-01-01,2.2806876
434,2012-08-16,22.726429,2012,2012-01-01,2.2806876
435,2012-08-17,23.146786,2012,2012-01-01,2.2806876
436,2012-08-20,23.755358,2012,2012-01-01,2.2806876
437,2012-08-21,23.430714,2012,2012-01-01,2.2806876
438,2012-08-22,23.888214,2012,2012-01-01,2.2806876
439,2012-08-23,23.665358,2012,2012-01-01,2.2806876
440,2012-08-24,23.686428,2012,2012-01-01,2.2806876
441,2012-08-27,24.13143,2012,2012-01-01,2.2806876
442,2012-08-28,24.1,2012,2012-01-01,2.2806876
443,2012-08-29,24.0525,2012,2012-01-01,2.2806876
444,2012-08-30,23.709642,2012,2012-01-01,2.2806876
445,2012-08-31,23.758572,2012,2012-01-01,2.2806876
446,2012-09-04,24.106071,2012,2012-01-01,2.2806876
447,2012-09-05,23.936787,2012,2012-01-01,2.2806876
448,2012-09-06,24.1525,2012,2012-01-01,2.2806876
449,2012-09-07,24.30143,2012,2012-01-01,2.2806876
450,2012-09-10,23.669287,2012,2012-01-01,2.2806876
451,2012-09-11,23.592501,2012,2012-01-01,2.2806876
452,2012-09-12,23.92107,2012,2012-01-01,2.2806876
453,2012-09-13,24.392143,2012,2012-01-01,2.2806876
454,2012-09-14,24.688572,2012,2012-01-01,2.2806876
455,2012-09-17,24.992144,2012,2012-01-01,2.2806876
456,2012-09-18,25.068214,2012,2012-01-01,2.2806876
457,2012-09-19,25.075001,2012,2012-01-01,2.2806876
458,2012-09-20,24.953571,2012,2012-01-01,2.2806876
459,2012-09-21,25.003214,2012,2012-01-01,2.2806876
460,2012-09-24,24.67107,2012,2012-01-01,2.2806876
461,2012-09-25,24.055,2012,2012-01-01,2.2806876
462,2012-09-26,23.75643,2012,2012-01-01,2.2806876
463,2012-09-27,24.332857,2012,2012-01-01,2.2806876
464,2012-09-28,23.825001,2012,2012-01-01,2.2806876
