Date,Close,Gross_Profit,ROE,ROI,PE_ratio,PS_ratio
2/28/11,12.614643,10298,0.36,,15.35,3.34
3/1/11,12.475357,10298,0.36,,15.35,3.34
3/2/11,12.575714,10298,0.36,,15.35,3.34
3/3/11,12.841429,10298,0.36,,15.35,3.34
3/4/11,12.857143,10298,0.36,,15.35,3.34
3/7/11,12.691429,10298,0.36,,15.35,3.34
3/8/11,12.705714,10298,0.36,,15.35,3.34
3/9/11,12.588214,10298,0.36,,15.35,3.34
3/10/11,12.381071,10298,0.36,,15.35,3.34
3/11/11,12.571071,10298,0.36,,15.35,3.34
3/14/11,12.627143,10298,0.36,,15.35,3.34
3/15/11,12.336786,10298,0.36,,15.35,3.34
3/16/11,11.786071,10298,0.36,,15.35,3.34
3/17/11,11.951429,10298,0.36,,15.35,3.34
3/18/11,11.809643,10298,0.36,,15.35,3.34
3/21/11,12.117857,10298,0.36,,15.35,3.34
3/22/11,12.185714,10298,0.36,,15.35,3.34
3/23/11,12.113929,10298,0.36,,15.35,3.34
3/24/11,12.320357,10298,0.36,,15.35,3.34
3/25/11,12.555,10298,0.36,,15.35,3.34
3/28/11,12.515714,10298,0.36,,15.35,3.34
3/29/11,12.534286,10298,0.36,,15.35,3.34
3/30/11,12.451071,10298,0.36,,15.35,3.34
3/31/11,12.446786,10218,0.38,,14.16,3.16
4/1/11,12.305714,10218,0.38,,14.16,3.16
4/4/11,12.185357,10218,0.38,,14.16,3.16
4/5/11,12.103214,10218,0.38,,14.16,3.16
4/6/11,12.072857,10218,0.38,,14.16,3.16
4/7/11,12.074286,10218,0.38,,14.16,3.16
4/8/11,11.966429,10218,0.38,,14.16,3.16
4/11/11,11.814286,10218,0.38,,14.16,3.16
4/12/11,11.871429,10218,0.38,,14.16,3.16
4/13/11,12.004643,10218,0.38,,14.16,3.16
4/14/11,11.872143,10218,0.38,,14.16,3.16
4/15/11,11.695,10218,0.38,,14.16,3.16
4/18/11,11.851786,10218,0.38,,14.16,3.16
4/19/11,12.066429,10218,0.38,,14.16,3.16
4/20/11,12.228929,10218,0.38,,14.16,3.16
4/21/11,12.525,10218,0.38,,14.16,3.16
4/25/11,12.6075,10218,0.38,,14.16,3.16
4/26/11,12.515,10218,0.38,,14.16,3.16
4/27/11,12.505357,10218,0.38,,14.16,3.16
4/28/11,12.383929,10218,0.38,,14.16,3.16
4/29/11,12.504643,10218,0.38,,14.16,3.16
5/2/11,12.367143,10218,0.38,,14.16,3.16
5/3/11,12.435714,10218,0.38,,14.16,3.16
5/4/11,12.484643,10218,0.38,,14.16,3.16
5/5/11,12.383929,10218,0.38,,14.16,3.16
5/6/11,12.380714,10218,0.38,,14.16,3.16
5/9/11,12.414286,10218,0.38,,14.16,3.16
5/10/11,12.480357,10218,0.38,,14.16,3.16
5/11/11,12.401071,10218,0.38,,14.16,3.16
5/12/11,12.3775,10218,0.38,,14.16,3.16
5/13/11,12.160714,10218,0.38,,14.16,3.16
5/16/11,11.903571,10218,0.38,,14.16,3.16
5/17/11,12.005,10218,0.38,,14.16,3.16
5/18/11,12.138214,10218,0.38,,14.16,3.16
5/19/11,12.161786,10218,0.38,,14.16,3.16
5/20/11,11.972143,10218,0.38,,14.16,3.16
5/23/11,11.942857,10218,0.38,,14.16,3.16
5/24/11,11.863929,10218,0.38,,14.16,3.16
5/25/11,12.027857,10218,0.38,,14.16,3.16
5/26/11,11.964286,10218,0.38,,14.16,3.16
5/27/11,12.050357,10218,0.38,,14.16,3.16
5/31/11,12.4225,10218,0.38,,14.16,3.16
6/1/11,12.339643,10218,0.38,,14.16,3.16
6/2/11,12.360714,10218,0.38,,14.16,3.16
6/3/11,12.265714,10218,0.38,,14.16,3.16
6/6/11,12.072857,10218,0.38,,14.16,3.16
6/7/11,11.858571,10218,0.38,,14.16,3.16
6/8/11,11.865714,10218,0.38,,14.16,3.16
6/9/11,11.838929,10218,0.38,,14.16,3.16
6/10/11,11.639286,10218,0.38,,14.16,3.16
6/13/11,11.664286,10218,0.38,,14.16,3.16
6/14/11,11.872857,10218,0.38,,14.16,3.16
6/15/11,11.669643,10218,0.38,,14.16,3.16
6/16/11,11.612857,10218,0.38,,14.16,3.16
6/17/11,11.437857,10218,0.38,,14.16,3.16
6/20/11,11.261429,10218,0.38,,14.16,3.16
6/21/11,11.617857,10218,0.38,,14.16,3.16
6/22/11,11.521786,10218,0.38,,14.16,3.16
6/23/11,11.829643,10218,0.38,,14.16,3.16
6/24/11,11.655357,10218,0.38,,14.16,3.16
6/27/11,11.858571,10218,0.38,,14.16,3.16
6/28/11,11.973571,10218,0.38,,14.16,3.16
6/29/11,11.93,10218,0.38,,14.16,3.16
6/30/11,11.988214,11922,0.4,,11.33,2.66
7/1/11,12.259286,11922,0.4,,11.33,2.66
7/5/11,12.479643,11922,0.4,,11.33,2.66
7/6/11,12.562857,11922,0.4,,11.33,2.66
7/7/11,12.757143,11922,0.4,,11.33,2.66
7/8/11,12.846786,11922,0.4,,11.33,2.66
7/11/11,12.642857,11922,0.4,,11.33,2.66
7/12/11,12.633929,11922,0.4,,11.33,2.66
7/13/11,12.786429,11922,0.4,,11.33,2.66
7/14/11,12.7775,11922,0.4,,11.33,2.66
7/15/11,13.032857,11922,0.4,,11.33,2.66
7/18/11,13.35,11922,0.4,,11.33,2.66
7/19/11,13.458929,11922,0.4,,11.33,2.66
7/20/11,13.817857,11922,0.4,,11.33,2.66
7/21/11,13.831786,11922,0.4,,11.33,2.66
7/22/11,14.046429,11922,0.4,,11.33,2.66
7/25/11,14.232143,11922,0.4,,11.33,2.66
7/26/11,14.4075,11922,0.4,,11.33,2.66
7/27/11,14.021071,11922,0.4,,11.33,2.66
7/28/11,13.993571,11922,0.4,,11.33,2.66
7/29/11,13.945714,11922,0.4,,11.33,2.66
8/1/11,14.169643,11922,0.4,,11.33,2.66
8/2/11,13.889643,11922,0.4,,11.33,2.66
8/3/11,14.020357,11922,0.4,,11.33,2.66
8/4/11,13.4775,11922,0.4,,11.33,2.66
8/5/11,13.343571,11922,0.4,,11.33,2.66
8/8/11,12.614643,11922,0.4,,11.33,2.66
8/9/11,13.3575,11922,0.4,,11.33,2.66
8/10/11,12.988929,11922,0.4,,11.33,2.66
8/11/11,13.346429,11922,0.4,,11.33,2.66
8/12/11,13.463929,11922,0.4,,11.33,2.66
8/15/11,13.693214,11922,0.4,,11.33,2.66
8/16/11,13.588571,11922,0.4,,11.33,2.66
8/17/11,13.587143,11922,0.4,,11.33,2.66
8/18/11,13.073214,11922,0.4,,11.33,2.66
8/19/11,12.715357,11922,0.4,,11.33,2.66
8/22/11,12.73,11922,0.4,,11.33,2.66
8/23/11,13.342857,11922,0.4,,11.33,2.66
8/24/11,13.435,11922,0.4,,11.33,2.66
8/25/11,13.347143,11922,0.4,,11.33,2.66
8/26/11,13.699286,11922,0.4,,11.33,2.66
8/29/11,13.9275,11922,0.4,,11.33,2.66
8/30/11,13.928214,11922,0.4,,11.33,2.66
8/31/11,13.743929,11922,0.4,,11.33,2.66
9/1/11,13.608214,11922,0.4,,11.33,2.66
9/2/11,13.358929,11922,0.4,,11.33,2.66
9/6/11,13.562143,11922,0.4,,11.33,2.66
9/7/11,13.711786,11922,0.4,,11.33,2.66
9/8/11,13.719286,11922,0.4,,11.33,2.66
9/9/11,13.481429,11922,0.4,,11.33,2.66
9/12/11,13.569286,11922,0.4,,11.33,2.66
9/13/11,13.736429,11922,0.4,,11.33,2.66
9/14/11,13.903571,11922,0.4,,11.33,2.66
9/15/11,14.034286,11922,0.4,,11.33,2.66
9/16/11,14.303571,11922,0.4,,11.33,2.66
9/19/11,14.701071,11922,0.4,,11.33,2.66
9/20/11,14.766071,11922,0.4,,11.33,2.66
9/21/11,14.719286,11922,0.4,,11.33,2.66
9/22/11,14.350714,11922,0.4,,11.33,2.66
9/23/11,14.439286,11922,0.4,,11.33,2.66
9/26/11,14.398929,11922,0.4,,11.33,2.66
9/27/11,14.259286,11922,0.4,,11.33,2.66
9/28/11,14.178929,11922,0.4,,11.33,2.66
9/29/11,13.948929,11922,0.4,,11.33,2.66
9/30/11,13.618571,11380,0.4,,11.75,2.81
10/3/11,13.378571,11380,0.4,,11.75,2.81
10/4/11,13.303571,11380,0.4,,11.75,2.81
10/5/11,13.508929,11380,0.4,,11.75,2.81
10/6/11,13.4775,11380,0.4,,11.75,2.81
10/7/11,13.207143,11380,0.4,,11.75,2.81
10/10/11,13.886071,11380,0.4,,11.75,2.81
10/11/11,14.296071,11380,0.4,,11.75,2.81
10/12/11,14.363929,11380,0.4,,11.75,2.81
10/13/11,14.586786,11380,0.4,,11.75,2.81
10/14/11,15.071429,11380,0.4,,11.75,2.81
10/17/11,14.999643,11380,0.4,,11.75,2.81
10/18/11,15.08,11380,0.4,,11.75,2.81
10/19/11,14.236429,11380,0.4,,11.75,2.81
10/20/11,14.118214,11380,0.4,,11.75,2.81
10/21/11,14.031071,11380,0.4,,11.75,2.81
10/24/11,14.491786,11380,0.4,,11.75,2.81
10/25/11,14.206071,11380,0.4,,11.75,2.81
10/26/11,14.307143,11380,0.4,,11.75,2.81
10/27/11,14.453214,11380,0.4,,11.75,2.81
10/28/11,14.4625,11380,0.4,,11.75,2.81
10/31/11,14.456429,11380,0.4,,11.75,2.81
11/1/11,14.161071,11380,0.4,,11.75,2.81
11/2/11,14.193214,11380,0.4,,11.75,2.81
11/3/11,14.395357,11380,0.4,,11.75,2.81
11/4/11,14.294286,11380,0.4,,11.75,2.81
11/7/11,14.276071,11380,0.4,,11.75,2.81
11/8/11,14.508214,11380,0.4,,11.75,2.81
11/9/11,14.117143,11380,0.4,,11.75,2.81
11/10/11,13.757857,11380,0.4,,11.75,2.81
11/11/11,13.736429,11380,0.4,,11.75,2.81
11/14/11,13.545,11380,0.4,,11.75,2.81
11/15/11,13.886786,11380,0.4,,11.75,2.81
11/16/11,13.741786,11380,0.4,,11.75,2.81
11/17/11,13.478929,11380,0.4,,11.75,2.81
11/18/11,13.390714,11380,0.4,,11.75,2.81
11/21/11,13.178929,11380,0.4,,11.75,2.81
11/22/11,13.446786,11380,0.4,,11.75,2.81
11/23/11,13.106786,11380,0.4,,11.75,2.81
11/25/11,12.984643,11380,0.4,,11.75,2.81
11/28/11,13.432857,11380,0.4,,11.75,2.81
11/29/11,13.328571,11380,0.4,,11.75,2.81
11/30/11,13.65,11380,0.4,,11.75,2.81
12/1/11,13.854643,11380,0.4,,11.75,2.81
12/2/11,13.917857,11380,0.4,,11.75,2.81
12/5/11,14.036071,11380,0.4,,11.75,2.81
12/6/11,13.9625,11380,0.4,,11.75,2.81
12/7/11,13.896071,11380,0.4,,11.75,2.81
12/8/11,13.952143,11380,0.4,,11.75,2.81
12/9/11,14.057857,11380,0.4,,11.75,2.81
12/12/11,13.994286,11380,0.4,,11.75,2.81
12/13/11,13.886071,11380,0.4,,11.75,2.81
12/14/11,13.578214,11380,0.4,,11.75,2.81
12/15/11,13.533571,11380,0.4,,11.75,2.81
12/16/11,13.607857,11380,0.4,,11.75,2.81
12/19/11,13.650357,11380,0.4,,11.75,2.81
12/20/11,14.141071,11380,0.4,,11.75,2.81
12/21/11,14.158929,11380,0.4,,11.75,2.81
12/22/11,14.233929,11380,0.4,,11.75,2.81
12/23/11,14.404643,11380,0.4,,11.75,2.81
12/27/11,14.518929,11380,0.4,,11.75,2.81
12/28/11,14.38,11380,0.4,,11.75,2.81
12/29/11,14.468571,11380,0.4,,11.75,2.81
12/30/11,14.464286,11380,0.4,,11.75,2.81
1/3/12,14.686786,20703,0.44,,9.83,2.53
1/4/12,14.765714,20703,0.44,,9.83,2.53
1/5/12,14.929643,20703,0.44,,9.83,2.53
1/6/12,15.085714,20703,0.44,,9.83,2.53
1/9/12,15.061786,20703,0.44,,9.83,2.53
1/10/12,15.115714,20703,0.44,,9.83,2.53
1/11/12,15.091071,20703,0.44,,9.83,2.53
1/12/12,15.049643,20703,0.44,,9.83,2.53
1/13/12,14.993214,20703,0.44,,9.83,2.53
1/17/12,15.167857,20703,0.44,,9.83,2.53
1/18/12,15.325357,20703,0.44,,9.83,2.53
1/19/12,15.276786,20703,0.44,,9.83,2.53
1/20/12,15.010714,20703,0.44,,9.83,2.53
1/23/12,15.264643,20703,0.44,,9.83,2.53
1/24/12,15.014643,20703,0.44,,9.83,2.53
1/25/12,15.952143,20703,0.44,,9.83,2.53
1/26/12,15.879643,20703,0.44,,9.83,2.53
1/27/12,15.974286,20703,0.44,,9.83,2.53
1/30/12,16.178928,20703,0.44,,9.83,2.53
1/31/12,16.302856,20703,0.44,,9.83,2.53
2/1/12,16.2925,20703,0.44,,9.83,2.53
2/2/12,16.254286,20703,0.44,,9.83,2.53
2/3/12,16.417143,20703,0.44,,9.83,2.53
2/6/12,16.570356,20703,0.44,,9.83,2.53
2/7/12,16.743929,20703,0.44,,9.83,2.53
2/8/12,17.024286,20703,0.44,,9.83,2.53
2/9/12,17.613214,20703,0.44,,9.83,2.53
2/10/12,17.622143,20703,0.44,,9.83,2.53
2/13/12,17.950001,20703,0.44,,9.83,2.53
2/14/12,18.195,20703,0.44,,9.83,2.53
2/15/12,17.77393,20703,0.44,,9.83,2.53
2/16/12,17.936071,20703,0.44,,9.83,2.53
2/17/12,17.932858,20703,0.44,,9.83,2.53
2/21/12,18.387501,20703,0.44,,9.83,2.53
2/22/12,18.322857,20703,0.44,,9.83,2.53
2/23/12,18.442499,20703,0.44,,9.83,2.53
2/24/12,18.657499,20703,0.44,,9.83,2.53
2/27/12,18.777143,20703,0.44,,9.83,2.53
2/28/12,19.121786,20703,0.44,,9.83,2.53
2/29/12,19.372856,20703,0.44,,9.83,2.53
3/1/12,19.445356,20703,0.44,,9.83,2.53
3/2/12,19.470715,20703,0.44,,9.83,2.53
3/5/12,19.04143,20703,0.44,,9.83,2.53
3/6/12,18.937857,20703,0.44,,9.83,2.53
3/7/12,18.953215,20703,0.44,,9.83,2.53
3/8/12,19.356787,20703,0.44,,9.83,2.53
3/9/12,19.470358,20703,0.44,,9.83,2.53
3/12/12,19.714287,20703,0.44,,9.83,2.53
3/13/12,20.289286,20703,0.44,,9.83,2.53
3/14/12,21.056429,20703,0.44,,9.83,2.53
3/15/12,20.912857,20703,0.44,,9.83,2.53
3/16/12,20.913214,20703,0.44,,9.83,2.53
3/19/12,21.467857,20703,0.44,,9.83,2.53
3/20/12,21.64143,20703,0.44,,9.83,2.53
3/21/12,21.517857,20703,0.44,,9.83,2.53
3/22/12,21.405001,20703,0.44,,9.83,2.53
3/23/12,21.2875,20703,0.44,,9.83,2.53
3/26/12,21.677856,20703,0.44,,9.83,2.53
3/27/12,21.945715,20703,0.44,,9.83,2.53
3/28/12,22.057858,20703,0.44,,9.83,2.53
3/29/12,21.780714,20703,0.44,,9.83,2.53
3/30/12,21.4125,20703,0.44,,9.83,2.53
4/2/12,22.093929,18564,0.46,,12.46,3.38
4/3/12,22.475714,18564,0.46,,12.46,3.38
4/4/12,22.296785,18564,0.46,,12.46,3.38
4/5/12,22.63143,18564,0.46,,12.46,3.38
4/9/12,22.7225,18564,0.46,,12.46,3.38
4/10/12,22.444286,18564,0.46,,12.46,3.38
4/11/12,22.364286,18564,0.46,,12.46,3.38
4/12/12,22.241785,18564,0.46,,12.46,3.38
4/13/12,21.615356,18564,0.46,,12.46,3.38
4/16/12,20.718929,18564,0.46,,12.46,3.38
4/17/12,21.775,18564,0.46,,12.46,3.38
4/18/12,21.726429,18564,0.46,,12.46,3.38
4/19/12,20.98,18564,0.46,,12.46,3.38
4/20/12,20.463572,18564,0.46,,12.46,3.38
4/23/12,20.417856,18564,0.46,,12.46,3.38
4/24/12,20.01,18564,0.46,,12.46,3.38
4/25/12,21.785713,18564,0.46,,12.46,3.38
4/26/12,21.703571,18564,0.46,,12.46,3.38
4/27/12,21.535713,18564,0.46,,12.46,3.38
4/30/12,20.856428,18564,0.46,,12.46,3.38
5/1/12,20.790358,18564,0.46,,12.46,3.38
5/2/12,20.927856,18564,0.46,,12.46,3.38
5/3/12,20.779285,18564,0.46,,12.46,3.38
5/4/12,20.1875,18564,0.46,,12.46,3.38
5/7/12,20.338572,18564,0.46,,12.46,3.38
5/8/12,20.292143,18564,0.46,,12.46,3.38
5/9/12,20.327856,18564,0.46,,12.46,3.38
5/10/12,20.375713,18564,0.46,,12.46,3.38
5/11/12,20.239643,18564,0.46,,12.46,3.38
5/14/12,19.936428,18564,0.46,,12.46,3.38
5/15/12,19.756071,18564,0.46,,12.46,3.38
5/16/12,19.502857,18564,0.46,,12.46,3.38
5/17/12,18.932858,18564,0.46,,12.46,3.38
5/18/12,18.942142,18564,0.46,,12.46,3.38
5/21/12,20.045713,18564,0.46,,12.46,3.38
5/22/12,19.891787,18564,0.46,,12.46,3.38
5/23/12,20.377144,18564,0.46,,12.46,3.38
5/24/12,20.190001,18564,0.46,,12.46,3.38
5/25/12,20.081785,18564,0.46,,12.46,3.38
5/29/12,20.438213,18564,0.46,,12.46,3.38
5/30/12,20.684643,18564,0.46,,12.46,3.38
5/31/12,20.633215,18564,0.46,,12.46,3.38
6/1/12,20.035357,18564,0.46,,12.46,3.38
6/4/12,20.153214,18564,0.46,,12.46,3.38
6/5/12,20.10107,18564,0.46,,12.46,3.38
6/6/12,20.409286,18564,0.46,,12.46,3.38
6/7/12,20.418571,18564,0.46,,12.46,3.38
6/8/12,20.725714,18564,0.46,,12.46,3.38
6/11/12,20.39893,18564,0.46,,12.46,3.38
6/12/12,20.577143,18564,0.46,,12.46,3.38
6/13/12,20.434286,18564,0.46,,12.46,3.38
6/14/12,20.411785,18564,0.46,,12.46,3.38
6/15/12,20.504642,18564,0.46,,12.46,3.38
6/18/12,20.920713,18564,0.46,,12.46,3.38
6/19/12,20.97893,18564,0.46,,12.46,3.38
6/20/12,20.919287,18564,0.46,,12.46,3.38
6/21/12,20.631071,18564,0.46,,12.46,3.38
6/22/12,20.789286,18564,0.46,,12.46,3.38
6/25/12,20.384644,18564,0.46,,12.46,3.38
6/26/12,20.429644,18564,0.46,,12.46,3.38
6/27/12,20.517857,18564,0.46,,12.46,3.38
6/28/12,20.323214,18564,0.46,,12.46,3.38
6/29/12,20.857143,18564,0.46,,12.46,3.38
7/2/12,21.161428,14994,0.42,,11.7,3.15
7/3/12,21.407499,14994,0.42,,11.7,3.15
7/5/12,21.783571,14994,0.42,,11.7,3.15
7/6/12,21.638571,14994,0.42,,11.7,3.15
7/9/12,21.924643,14994,0.42,,11.7,3.15
7/10/12,21.721786,14994,0.42,,11.7,3.15
7/11/12,21.586786,14994,0.42,,11.7,3.15
7/12/12,21.389286,14994,0.42,,11.7,3.15
7/13/12,21.606071,14994,0.42,,11.7,3.15
7/16/12,21.675358,14994,0.42,,11.7,3.15
7/17/12,21.67643,14994,0.42,,11.7,3.15
7/18/12,21.652143,14994,0.42,,11.7,3.15
7/19/12,21.940001,14994,0.42,,11.7,3.15
7/20/12,21.582144,14994,0.42,,11.7,3.15
7/23/12,21.565357,14994,0.42,,11.7,3.15
7/24/12,21.46143,14994,0.42,,11.7,3.15
7/25/12,20.534643,14994,0.42,,11.7,3.15
7/26/12,20.531429,14994,0.42,,11.7,3.15
7/27/12,20.898571,14994,0.42,,11.7,3.15
7/30/12,21.251072,14994,0.42,,11.7,3.15
7/31/12,21.812857,14994,0.42,,11.7,3.15
8/1/12,21.671785,14994,0.42,,11.7,3.15
8/2/12,21.706785,14994,0.42,,11.7,3.15
8/3/12,21.989286,14994,0.42,,11.7,3.15
8/6/12,22.233929,14994,0.42,,11.7,3.15
8/7/12,22.175358,14994,0.42,,11.7,3.15
8/8/12,22.137857,14994,0.42,,11.7,3.15
8/9/12,22.168928,14994,0.42,,11.7,3.15
8/10/12,22.203571,14994,0.42,,11.7,3.15
8/13/12,22.5,14994,0.42,,11.7,3.15
8/14/12,22.560356,14994,0.42,,11.7,3.15
8/15/12,22.529642,14994,0.42,,11.7,3.15
8/16/12,22.726429,14994,0.42,,11.7,3.15
8/17/12,23.146786,14994,0.42,,11.7,3.15
8/20/12,23.755358,14994,0.42,,11.7,3.15
8/21/12,23.430714,14994,0.42,,11.7,3.15
8/22/12,23.888214,14994,0.42,,11.7,3.15
8/23/12,23.665358,14994,0.42,,11.7,3.15
8/24/12,23.686428,14994,0.42,,11.7,3.15
8/27/12,24.13143,14994,0.42,,11.7,3.15
8/28/12,24.1,14994,0.42,,11.7,3.15
8/29/12,24.0525,14994,0.42,,11.7,3.15
8/30/12,23.709642,14994,0.42,,11.7,3.15
8/31/12,23.758572,14994,0.42,,11.7,3.15
9/4/12,24.106071,14994,0.42,,11.7,3.15
9/5/12,23.936787,14994,0.42,,11.7,3.15
9/6/12,24.1525,14994,0.42,,11.7,3.15
9/7/12,24.30143,14994,0.42,,11.7,3.15
9/10/12,23.669287,14994,0.42,,11.7,3.15
9/11/12,23.592501,14994,0.42,,11.7,3.15
9/12/12,23.92107,14994,0.42,,11.7,3.15
9/13/12,24.392143,14994,0.42,,11.7,3.15
9/14/12,24.688572,14994,0.42,,11.7,3.15
9/17/12,24.992144,14994,0.42,,11.7,3.15
9/18/12,25.068214,14994,0.42,,11.7,3.15
9/19/12,25.075001,14994,0.42,,11.7,3.15
9/20/12,24.953571,14994,0.42,,11.7,3.15
9/21/12,25.003214,14994,0.42,,11.7,3.15
9/24/12,24.67107,14994,0.42,,11.7,3.15
9/25/12,24.055,14994,0.42,,11.7,3.15
9/26/12,23.75643,14994,0.42,,11.7,3.15
9/27/12,24.332857,14994,0.42,,11.7,3.15
9/28/12,23.825001,14994,0.42,,11.7,3.15
10/1/12,23.549643,14401,0.4,,12.93,3.45
10/2/12,23.618214,14401,0.4,,12.93,3.45
10/3/12,23.980356,14401,0.4,,12.93,3.45
10/4/12,23.814285,14401,0.4,,12.93,3.45
10/5/12,23.306786,14401,0.4,,12.93,3.45
10/8/12,22.791786,14401,0.4,,12.93,3.45
10/9/12,22.708929,14401,0.4,,12.93,3.45
10/10/12,22.889643,14401,0.4,,12.93,3.45
10/11/12,22.432142,14401,0.4,,12.93,3.45
10/12/12,22.489643,14401,0.4,,12.93,3.45
10/15/12,22.67,14401,0.4,,12.93,3.45
10/16/12,23.206785,14401,0.4,,12.93,3.45
10/17/12,23.021786,14401,0.4,,12.93,3.45
10/18/12,22.594286,14401,0.4,,12.93,3.45
10/19/12,21.780001,14401,0.4,,12.93,3.45
10/22/12,22.643929,14401,0.4,,12.93,3.45
10/23/12,21.905714,14401,0.4,,12.93,3.45
10/24/12,22.029642,14401,0.4,,12.93,3.45
10/25/12,21.769285,14401,0.4,,12.93,3.45
10/26/12,21.571428,14401,0.4,,12.93,3.45
10/31/12,21.261429,14401,0.4,,12.93,3.45
11/1/12,21.305,14401,0.4,,12.93,3.45
11/2/12,20.6,14401,0.4,,12.93,3.45
11/5/12,20.879286,14401,0.4,,12.93,3.45
11/6/12,20.816071,14401,0.4,,12.93,3.45
11/7/12,19.928572,14401,0.4,,12.93,3.45
11/8/12,19.205357,14401,0.4,,12.93,3.45
11/9/12,19.537857,14401,0.4,,12.93,3.45
11/12/12,19.386786,14401,0.4,,12.93,3.45
11/13/12,19.389286,14401,0.4,,12.93,3.45
11/14/12,19.174286,14401,0.4,,12.93,3.45
11/15/12,18.772142,14401,0.4,,12.93,3.45
11/16/12,18.845715,14401,0.4,,12.93,3.45
11/19/12,20.204643,14401,0.4,,12.93,3.45
11/20/12,20.032499,14401,0.4,,12.93,3.45
11/21/12,20.060715,14401,0.4,,12.93,3.45
11/23/12,20.410713,14401,0.4,,12.93,3.45
11/26/12,21.054644,14401,0.4,,12.93,3.45
11/27/12,20.885,14401,0.4,,12.93,3.45
11/28/12,20.819286,14401,0.4,,12.93,3.45
11/29/12,21.048571,14401,0.4,,12.93,3.45
11/30/12,20.902857,14401,0.4,,12.93,3.45
12/3/12,20.935356,14401,0.4,,12.93,3.45
12/4/12,20.566071,14401,0.4,,12.93,3.45
12/5/12,19.2425,14401,0.4,,12.93,3.45
12/6/12,19.544287,14401,0.4,,12.93,3.45
12/7/12,19.044643,14401,0.4,,12.93,3.45
12/10/12,18.922144,14401,0.4,,12.93,3.45
12/11/12,19.335358,14401,0.4,,12.93,3.45
12/12/12,19.25,14401,0.4,,12.93,3.45
12/13/12,18.9175,14401,0.4,,12.93,3.45
12/14/12,18.206785,14401,0.4,,12.93,3.45
12/17/12,18.529642,14401,0.4,,12.93,3.45
12/18/12,19.067858,14401,0.4,,12.93,3.45
12/19/12,18.796785,14401,0.4,,12.93,3.45
12/20/12,18.633215,14401,0.4,,12.93,3.45
12/21/12,18.547501,14401,0.4,,12.93,3.45
12/24/12,18.577499,14401,0.4,,12.93,3.45
12/26/12,18.321428,14401,0.4,,12.93,3.45
12/27/12,18.395,14401,0.4,,12.93,3.45
12/28/12,18.199642,14401,0.4,,12.93,3.45
12/31/12,19.006071,21060,0.36,,10.38,2.63
1/2/13,19.608213,21060,0.36,,10.38,2.63
1/3/13,19.360714,21060,0.36,,10.38,2.63
1/4/13,18.821428,21060,0.36,,10.38,2.63
1/7/13,18.710714,21060,0.36,,10.38,2.63
1/8/13,18.76107,21060,0.36,,10.38,2.63
1/9/13,18.467857,21060,0.36,,10.38,2.63
1/10/13,18.696787,21060,0.36,,10.38,2.63
1/11/13,18.582144,21060,0.36,,10.38,2.63
1/14/13,17.919643,21060,0.36,,10.38,2.63
1/15/13,17.354286,21060,0.36,,10.38,2.63
1/16/13,18.074642,21060,0.36,,10.38,2.63
1/17/13,17.952856,21060,0.36,,10.38,2.63
1/18/13,17.857143,21060,0.36,,10.38,2.63
1/22/13,18.0275,21060,0.36,,10.38,2.63
1/23/13,18.3575,21060,0.36,,10.38,2.63
1/24/13,16.089287,21060,0.36,,10.38,2.63
1/25/13,15.71,21060,0.36,,10.38,2.63
1/28/13,16.065357,21060,0.36,,10.38,2.63
1/29/13,16.366785,21060,0.36,,10.38,2.63
1/30/13,16.315357,21060,0.36,,10.38,2.63
1/31/13,16.2675,21060,0.36,,10.38,2.63
2/1/13,16.200714,21060,0.36,,10.38,2.63
2/4/13,15.797143,21060,0.36,,10.38,2.63
2/5/13,16.351429,21060,0.36,,10.38,2.63
2/6/13,16.333929,21060,0.36,,10.38,2.63
2/7/13,16.722143,21060,0.36,,10.38,2.63
2/8/13,16.963572,21060,0.36,,10.38,2.63
2/11/13,17.140356,21060,0.36,,10.38,2.63
2/12/13,16.710714,21060,0.36,,10.38,2.63
2/13/13,16.678928,21060,0.36,,10.38,2.63
2/14/13,16.663929,21060,0.36,,10.38,2.63
2/15/13,16.434286,21060,0.36,,10.38,2.63
2/19/13,16.428213,21060,0.36,,10.38,2.63
2/20/13,16.030357,21060,0.36,,10.38,2.63
2/21/13,15.930714,21060,0.36,,10.38,2.63
2/22/13,16.100357,21060,0.36,,10.38,2.63
2/25/13,15.814286,21060,0.36,,10.38,2.63
2/26/13,16.034643,21060,0.36,,10.38,2.63
2/27/13,15.8775,21060,0.36,,10.38,2.63
2/28/13,15.764286,21060,0.36,,10.38,2.63
3/1/13,15.373929,21060,0.36,,10.38,2.63
3/4/13,15.001786,21060,0.36,,10.38,2.63
3/5/13,15.397857,21060,0.36,,10.38,2.63
3/6/13,15.202143,21060,0.36,,10.38,2.63
3/7/13,15.377857,21060,0.36,,10.38,2.63
3/8/13,15.418571,21060,0.36,,10.38,2.63
3/11/13,15.638214,21060,0.36,,10.38,2.63
3/12/13,15.301071,21060,0.36,,10.38,2.63
3/13/13,15.298214,21060,0.36,,10.38,2.63
3/14/13,15.446429,21060,0.36,,10.38,2.63
3/15/13,15.845,21060,0.36,,10.38,2.63
3/18/13,16.275715,21060,0.36,,10.38,2.63
3/19/13,16.231787,21060,0.36,,10.38,2.63
3/20/13,16.145714,21060,0.36,,10.38,2.63
