Date,tnote,tbill,Fed_rate,GDP,GDP_growth,CPI
1962-01-02,4.06,3.22,2.75,594.013,6.1,30.04
1962-01-03,4.03,3.24,2.5,594.013,6.1,30.04
1962-01-04,3.99,3.24,2.75,594.013,6.1,30.04
1962-01-05,4.02,3.26,2.5,594.013,6.1,30.04
1962-01-08,4.03,3.31,2.0,594.013,6.1,30.04
1962-01-09,4.05,3.32,1.25,594.013,6.1,30.04
1962-01-10,4.07,3.33,0.5,594.013,6.1,30.04
1962-01-11,4.08,3.33,2.75,594.013,6.1,30.04
1962-01-12,4.08,3.3,2.75,594.013,6.1,30.04
1962-01-15,4.1,3.32,3.0,594.013,6.1,30.04
1962-01-16,4.13,3.3,2.5,594.013,6.1,30.04
1962-01-17,4.12,3.3,3.0,594.013,6.1,30.04
1962-01-18,4.11,3.27,2.25,594.013,6.1,30.04
1962-01-19,4.11,3.27,2.0,594.013,6.1,30.04
1962-01-22,4.09,3.25,1.25,594.013,6.1,30.04
1962-01-23,4.11,3.25,0.5,594.013,6.1,30.04
1962-01-24,4.1,3.24,0.25,594.013,6.1,30.04
1962-01-25,4.11,3.27,2.0,594.013,6.1,30.04
1962-01-26,4.11,3.28,2.5,594.013,6.1,30.04
1962-01-29,4.12,3.28,2.5,594.013,6.1,30.04
1962-01-30,4.11,3.28,1.5,594.013,6.1,30.04
1962-01-31,4.1,3.29,1.5,594.013,6.1,30.04
1962-02-01,4.09,3.3,2.25,594.013,6.1,30.11
1962-02-02,4.08,3.3,1.5,594.013,6.1,30.11
1962-02-05,4.07,3.29,2.0,594.013,6.1,30.11
1962-02-06,4.06,3.29,2.75,594.013,6.1,30.11
1962-02-07,4.07,3.29,2.75,594.013,6.1,30.11
1962-02-08,4.07,3.3,2.75,594.013,6.1,30.11
1962-02-09,4.05,3.28,2.75,594.013,6.1,30.11
1962-02-13,4.03,3.28,1.75,594.013,6.1,30.11
1962-02-14,4.03,3.31,2.75,594.013,6.1,30.11
1962-02-15,4.02,3.33,2.75,594.013,6.1,30.11
1962-02-16,4.02,3.33,2.5,594.013,6.1,30.11
1962-02-19,4.01,3.32,2.5,594.013,6.1,30.11
1962-02-20,4.05,3.31,1.75,594.013,6.1,30.11
1962-02-21,4.03,3.28,2.0,594.013,6.1,30.11
1962-02-23,4.02,3.24,2.5,594.013,6.1,30.11
1962-02-26,4.0,3.22,2.5,594.013,6.1,30.11
1962-02-27,4.01,3.23,2.5,594.013,6.1,30.11
1962-02-28,4.0,3.21,2.75,594.013,6.1,30.11
1962-03-01,3.98,3.15,2.5,594.013,6.1,30.17
1962-03-02,3.98,3.17,2.75,594.013,6.1,30.17
1962-03-05,4.0,3.18,2.75,594.013,6.1,30.17
1962-03-06,4.01,3.18,2.75,594.013,6.1,30.17
1962-03-07,4.0,3.14,3.0,594.013,6.1,30.17
1962-03-08,3.98,3.11,2.75,594.013,6.1,30.17
1962-03-09,3.96,3.12,3.0,594.013,6.1,30.17
1962-03-12,3.94,3.13,3.0,594.013,6.1,30.17
1962-03-13,3.92,3.11,2.75,594.013,6.1,30.17
1962-03-14,3.93,3.1,2.75,594.013,6.1,30.17
1962-03-15,3.96,3.1,2.75,594.013,6.1,30.17
1962-03-16,3.96,3.06,2.75,594.013,6.1,30.17
1962-03-19,3.93,3.03,3.0,594.013,6.1,30.17
1962-03-20,3.91,3.02,2.75,594.013,6.1,30.17
1962-03-21,3.86,3.01,3.0,594.013,6.1,30.17
1962-03-22,3.83,2.94,3.0,594.013,6.1,30.17
1962-03-23,3.87,2.94,3.0,594.013,6.1,30.17
1962-03-26,3.89,2.95,3.0,594.013,6.1,30.17
1962-03-27,3.9,2.95,2.75,594.013,6.1,30.17
1962-03-28,3.9,2.96,3.0,594.013,6.1,30.17
1962-03-29,3.9,2.96,3.0,594.013,6.1,30.17
1962-03-30,3.86,2.97,2.75,594.013,6.1,30.17
1962-04-02,3.86,2.95,2.75,600.366,6.1,30.21
1962-04-03,3.83,2.93,2.75,600.366,6.1,30.21
1962-04-04,3.78,2.88,2.25,600.366,6.1,30.21
1962-04-05,3.84,2.89,2.75,600.366,6.1,30.21
1962-04-06,3.81,2.89,2.75,600.366,6.1,30.21
1962-04-09,3.83,2.9,2.75,600.366,6.1,30.21
1962-04-10,3.83,2.94,2.75,600.366,6.1,30.21
1962-04-11,3.87,3.0,3.0,600.366,6.1,30.21
1962-04-12,3.86,3.0,3.0,600.366,6.1,30.21
1962-04-13,3.85,3.0,3.0,600.366,6.1,30.21
1962-04-16,3.83,3.0,2.75,600.366,6.1,30.21
1962-04-17,3.82,3.0,2.75,600.366,6.1,30.21
1962-04-18,3.81,3.0,3.0,600.366,6.1,30.21
1962-04-19,3.82,3.0,3.0,600.366,6.1,30.21
1962-04-23,3.86,3.03,3.0,600.366,6.1,30.21
1962-04-24,3.87,3.08,2.75,600.366,6.1,30.21
1962-04-25,3.88,3.08,3.0,600.366,6.1,30.21
1962-04-26,3.89,3.04,3.0,600.366,6.1,30.21
1962-04-27,3.86,3.07,2.5,600.366,6.1,30.21
1962-04-30,3.86,3.07,2.5,600.366,6.1,30.21
1962-05-01,3.85,3.06,2.5,600.366,6.1,30.24
1962-05-02,3.86,3.06,2.75,600.366,6.1,30.24
1962-05-03,3.86,3.05,2.75,600.366,6.1,30.24
1962-05-04,3.87,3.05,2.75,600.366,6.1,30.24
1962-05-07,3.86,3.04,2.75,600.366,6.1,30.24
1962-05-08,3.85,3.01,2.75,600.366,6.1,30.24
1962-05-09,3.82,3.01,2.5,600.366,6.1,30.24
1962-05-10,3.83,2.99,2.75,600.366,6.1,30.24
1962-05-11,3.82,3.0,2.25,600.366,6.1,30.24
1962-05-14,3.85,3.0,2.25,600.366,6.1,30.24
1962-05-15,3.87,3.04,2.5,600.366,6.1,30.24
1962-05-16,3.86,3.04,3.0,600.366,6.1,30.24
1962-05-17,3.87,3.06,2.5,600.366,6.1,30.24
1962-05-18,3.93,3.05,2.25,600.366,6.1,30.24
1962-05-21,3.94,3.05,2.5,600.366,6.1,30.24
1962-05-22,3.93,3.05,2.75,600.366,6.1,30.24
1962-05-23,3.91,3.04,2.5,600.366,6.1,30.24
1962-05-24,3.9,3.02,2.5,600.366,6.1,30.24
1962-05-25,3.88,3.01,2.25,600.366,6.1,30.24
1962-05-28,3.87,2.98,1.25,600.366,6.1,30.24
1962-05-29,3.89,2.97,0.75,600.366,6.1,30.24
1962-05-31,3.9,2.99,2.75,600.366,6.1,30.24
1962-06-01,3.89,2.98,2.75,600.366,6.1,30.21
1962-06-04,3.88,2.98,2.5,600.366,6.1,30.21
1962-06-05,3.89,2.97,2.0,600.366,6.1,30.21
1962-06-06,3.89,2.95,1.75,600.366,6.1,30.21
1962-06-07,3.87,2.95,2.25,600.366,6.1,30.21
1962-06-08,3.86,2.94,2.25,600.366,6.1,30.21
1962-06-11,3.87,2.95,2.75,600.366,6.1,30.21
1962-06-12,3.86,2.94,2.75,600.366,6.1,30.21
1962-06-13,3.87,2.94,2.75,600.366,6.1,30.21
1962-06-14,3.9,3.0,2.75,600.366,6.1,30.21
1962-06-15,3.89,3.0,2.75,600.366,6.1,30.21
1962-06-18,3.91,3.03,3.0,600.366,6.1,30.21
1962-06-19,3.93,3.06,3.0,600.366,6.1,30.21
1962-06-20,3.92,3.04,3.0,600.366,6.1,30.21
1962-06-21,3.9,3.04,3.0,600.366,6.1,30.21
1962-06-22,3.9,3.04,2.75,600.366,6.1,30.21
1962-06-25,3.95,3.12,3.0,600.366,6.1,30.21
1962-06-26,3.97,3.14,3.0,600.366,6.1,30.21
1962-06-27,3.96,3.14,3.0,600.366,6.1,30.21
1962-06-28,3.98,3.18,3.0,600.366,6.1,30.21
1962-06-29,4.0,3.2,2.75,600.366,6.1,30.21
1962-07-02,4.0,3.21,3.0,609.027,6.1,30.22
1962-07-03,4.0,3.23,2.75,609.027,6.1,30.22
1962-07-05,4.0,3.21,2.75,609.027,6.1,30.22
1962-07-06,4.02,3.23,2.75,609.027,6.1,30.22
1962-07-09,4.05,3.26,2.75,609.027,6.1,30.22
1962-07-10,4.02,3.27,2.75,609.027,6.1,30.22
1962-07-11,3.99,3.26,2.5,609.027,6.1,30.22
1962-07-12,4.0,3.27,2.75,609.027,6.1,30.22
1962-07-13,4.0,3.27,2.75,609.027,6.1,30.22
1962-07-16,4.01,3.28,3.0,609.027,6.1,30.22
1962-07-17,4.03,3.34,3.0,609.027,6.1,30.22
1962-07-18,4.02,3.36,3.0,609.027,6.1,30.22
1962-07-19,4.02,3.33,3.0,609.027,6.1,30.22
1962-07-20,4.01,3.32,2.75,609.027,6.1,30.22
1962-07-23,4.0,3.32,2.75,609.027,6.1,30.22
1962-07-24,4.01,3.32,2.5,609.027,6.1,30.22
1962-07-25,4.02,3.32,1.0,609.027,6.1,30.22
1962-07-26,4.01,3.32,2.5,609.027,6.1,30.22
1962-07-27,4.02,3.32,2.75,609.027,6.1,30.22
1962-07-30,4.03,3.33,2.75,609.027,6.1,30.22
1962-07-31,4.04,3.33,2.75,609.027,6.1,30.22
1962-08-01,4.03,3.3,3.0,609.027,6.1,30.28
1962-08-02,4.0,3.26,3.0,609.027,6.1,30.28
1962-08-03,4.01,3.27,2.75,609.027,6.1,30.28
1962-08-06,4.01,3.26,3.0,609.027,6.1,30.28
1962-08-07,4.02,3.28,3.0,609.027,6.1,30.28
1962-08-08,4.01,3.28,3.0,609.027,6.1,30.28
1962-08-09,3.99,3.28,3.0,609.027,6.1,30.28
1962-08-10,3.99,3.28,3.0,609.027,6.1,30.28
1962-08-13,3.99,3.26,3.0,609.027,6.1,30.28
1962-08-14,3.98,3.24,3.0,609.027,6.1,30.28
1962-08-15,3.98,3.2,3.0,609.027,6.1,30.28
1962-08-16,3.96,3.19,3.0,609.027,6.1,30.28
1962-08-17,3.96,3.18,2.75,609.027,6.1,30.28
1962-08-20,3.94,3.17,3.0,609.027,6.1,30.28
1962-08-21,3.94,3.17,3.0,609.027,6.1,30.28
1962-08-22,3.95,3.14,3.0,609.027,6.1,30.28
1962-08-23,3.95,3.13,3.0,609.027,6.1,30.28
1962-08-24,3.95,3.12,3.0,609.027,6.1,30.28
1962-08-27,3.95,3.11,3.0,609.027,6.1,30.28
1962-08-28,3.96,3.1,2.75,609.027,6.1,30.28
1962-08-29,3.96,3.1,2.75,609.027,6.1,30.28
1962-08-30,3.95,3.12,2.75,609.027,6.1,30.28
1962-08-31,3.96,3.14,3.0,609.027,6.1,30.28
1962-09-04,3.96,3.15,3.0,609.027,6.1,30.42
1962-09-05,3.97,3.16,3.0,609.027,6.1,30.42
1962-09-06,3.99,3.09,3.0,609.027,6.1,30.42
1962-09-07,4.01,3.1,3.0,609.027,6.1,30.42
1962-09-10,4.0,3.08,3.0,609.027,6.1,30.42
1962-09-11,4.0,3.07,3.0,609.027,6.1,30.42
1962-09-12,4.0,3.05,3.0,609.027,6.1,30.42
1962-09-13,3.99,3.06,3.0,609.027,6.1,30.42
1962-09-14,3.99,3.06,3.0,609.027,6.1,30.42
1962-09-17,3.99,3.03,2.75,609.027,6.1,30.42
1962-09-18,3.98,3.05,2.75,609.027,6.1,30.42
1962-09-19,3.99,3.04,2.75,609.027,6.1,30.42
1962-09-20,3.98,3.03,2.75,609.027,6.1,30.42
1962-09-21,3.98,3.04,2.75,609.027,6.1,30.42
1962-09-24,3.97,3.04,2.75,609.027,6.1,30.42
1962-09-25,3.96,3.04,2.75,609.027,6.1,30.42
1962-09-26,3.95,3.02,3.0,609.027,6.1,30.42
1962-09-27,3.95,3.02,3.0,609.027,6.1,30.42
1962-09-28,3.94,3.02,2.75,609.027,6.1,30.42
1962-10-01,3.93,3.0,3.0,612.28,6.1,30.38
1962-10-02,3.92,2.99,3.0,612.28,6.1,30.38
1962-10-03,3.9,2.98,3.0,612.28,6.1,30.38
1962-10-04,3.9,2.97,3.0,612.28,6.1,30.38
1962-10-05,3.92,2.97,2.75,612.28,6.1,30.38
1962-10-08,3.93,2.99,2.75,612.28,6.1,30.38
1962-10-09,3.95,2.99,3.0,612.28,6.1,30.38
1962-10-10,3.93,2.98,2.75,612.28,6.1,30.38
1962-10-11,3.94,2.98,3.0,612.28,6.1,30.38
1962-10-15,3.94,2.97,3.0,612.28,6.1,30.38
1962-10-16,3.94,2.96,3.0,612.28,6.1,30.38
1962-10-17,3.94,2.96,3.0,612.28,6.1,30.38
1962-10-18,3.92,2.96,3.0,612.28,6.1,30.38
1962-10-19,3.88,2.94,2.88,612.28,6.1,30.38
1962-10-22,3.91,2.96,2.88,612.28,6.1,30.38
1962-10-23,3.94,2.99,2.88,612.28,6.1,30.38
1962-10-24,3.94,2.99,2.88,612.28,6.1,30.38
1962-10-25,3.94,2.99,2.75,612.28,6.1,30.38
1962-10-26,3.93,2.97,2.75,612.28,6.1,30.38
1962-10-29,3.92,2.97,2.75,612.28,6.1,30.38
1962-10-30,3.92,2.97,3.0,612.28,6.1,30.38
1962-10-31,3.92,2.97,3.0,612.28,6.1,30.38
1962-11-01,3.92,2.97,3.0,612.28,6.1,30.38
1962-11-02,3.91,3.0,2.88,612.28,6.1,30.38
1962-11-05,3.91,3.0,3.0,612.28,6.1,30.38
1962-11-07,3.91,2.99,3.0,612.28,6.1,30.38
1962-11-08,3.9,2.97,3.0,612.28,6.1,30.38
1962-11-09,3.89,2.97,3.0,612.28,6.1,30.38
1962-11-13,3.9,2.98,3.0,612.28,6.1,30.38
1962-11-14,3.91,2.99,3.0,612.28,6.1,30.38
1962-11-15,3.91,2.99,3.0,612.28,6.1,30.38
1962-11-16,3.93,3.0,3.0,612.28,6.1,30.38
1962-11-19,3.93,3.02,3.0,612.28,6.1,30.38
1962-11-20,3.93,3.01,2.88,612.28,6.1,30.38
1962-11-21,3.92,3.0,2.88,612.28,6.1,30.38
1962-11-23,3.92,3.01,2.88,612.28,6.1,30.38
1962-11-26,3.93,3.02,3.0,612.28,6.1,30.38
1962-11-27,3.92,3.03,3.0,612.28,6.1,30.38
1962-11-28,3.92,3.04,2.75,612.28,6.1,30.38
1962-11-29,3.92,3.03,2.75,612.28,6.1,30.38
1962-11-30,3.92,3.02,2.88,612.28,6.1,30.38
1962-12-03,3.93,3.03,2.88,612.28,6.1,30.38
1962-12-04,3.94,3.04,2.75,612.28,6.1,30.38
1962-12-05,3.93,3.03,2.5,612.28,6.1,30.38
1962-12-06,3.92,3.0,2.88,612.28,6.1,30.38
1962-12-07,3.91,3.0,2.88,612.28,6.1,30.38
1962-12-10,3.9,2.99,2.88,612.28,6.1,30.38
1962-12-11,3.89,2.99,2.88,612.28,6.1,30.38
1962-12-12,3.88,2.99,2.88,612.28,6.1,30.38
1962-12-13,3.88,3.0,2.88,612.28,6.1,30.38
1962-12-14,3.87,2.99,3.0,612.28,6.1,30.38
1962-12-17,3.85,3.0,3.0,612.28,6.1,30.38
1962-12-18,3.83,3.0,3.0,612.28,6.1,30.38
1962-12-19,3.84,3.0,3.0,612.28,6.1,30.38
1962-12-20,3.83,2.99,3.0,612.28,6.1,30.38
1962-12-21,3.81,2.99,3.0,612.28,6.1,30.38
1962-12-24,3.79,2.98,3.0,612.28,6.1,30.38
1962-12-26,3.79,2.99,3.0,612.28,6.1,30.38
1962-12-27,3.81,3.01,3.0,612.28,6.1,30.38
1962-12-28,3.84,3.05,3.0,612.28,6.1,30.38
1962-12-31,3.85,3.05,3.0,612.28,6.1,30.38
1963-01-02,3.82,3.04,2.5,621.672,4.4,30.44
1963-01-03,3.81,3.02,2.88,621.672,4.4,30.44
1963-01-04,3.84,3.05,3.0,621.672,4.4,30.44
1963-01-07,3.83,3.07,3.0,621.672,4.4,30.44
1963-01-08,3.81,3.06,2.5,621.672,4.4,30.44
1963-01-09,3.82,3.02,2.0,621.672,4.4,30.44
1963-01-10,3.81,3.01,3.0,621.672,4.4,30.44
1963-01-11,3.8,3.01,3.0,621.672,4.4,30.44
1963-01-14,3.81,3.01,3.0,621.672,4.4,30.44
1963-01-15,3.8,3.01,3.0,621.672,4.4,30.44
1963-01-16,3.8,3.01,3.0,621.672,4.4,30.44
1963-01-17,3.82,3.01,3.0,621.672,4.4,30.44
1963-01-18,3.84,3.03,2.88,621.672,4.4,30.44
1963-01-21,3.85,3.05,3.0,621.672,4.4,30.44
1963-01-22,3.86,3.06,3.0,621.672,4.4,30.44
1963-01-23,3.86,3.06,3.0,621.672,4.4,30.44
1963-01-24,3.86,3.07,3.0,621.672,4.4,30.44
1963-01-25,3.85,3.06,3.0,621.672,4.4,30.44
1963-01-28,3.86,3.05,2.88,621.672,4.4,30.44
1963-01-29,3.86,3.06,3.0,621.672,4.4,30.44
1963-01-30,3.86,3.06,3.0,621.672,4.4,30.44
1963-01-31,3.87,3.03,3.0,621.672,4.4,30.44
1963-02-01,3.88,3.03,3.0,621.672,4.4,30.48
1963-02-04,3.89,3.02,3.0,621.672,4.4,30.48
1963-02-05,3.9,3.02,3.0,621.672,4.4,30.48
1963-02-06,3.91,3.01,3.0,621.672,4.4,30.48
1963-02-07,3.91,2.98,3.0,621.672,4.4,30.48
1963-02-08,3.91,2.98,3.0,621.672,4.4,30.48
1963-02-11,3.92,2.99,3.0,621.672,4.4,30.48
1963-02-13,3.92,3.0,3.0,621.672,4.4,30.48
1963-02-14,3.91,3.0,3.0,621.672,4.4,30.48
1963-02-15,3.91,3.0,3.0,621.672,4.4,30.48
1963-02-18,3.91,2.99,3.0,621.672,4.4,30.48
1963-02-19,3.93,3.02,3.0,621.672,4.4,30.48
1963-02-20,3.94,3.01,3.0,621.672,4.4,30.48
1963-02-21,3.95,3.01,3.0,621.672,4.4,30.48
1963-02-25,3.95,3.03,3.0,621.672,4.4,30.48
1963-02-26,3.95,3.04,3.0,621.672,4.4,30.48
1963-02-27,3.95,3.04,3.0,621.672,4.4,30.48
1963-02-28,3.94,3.02,3.0,621.672,4.4,30.48
1963-03-01,3.93,3.0,3.0,621.672,4.4,30.51
1963-03-04,3.92,2.98,3.0,621.672,4.4,30.51
1963-03-05,3.92,2.98,3.0,621.672,4.4,30.51
1963-03-06,3.91,2.99,3.0,621.672,4.4,30.51
1963-03-07,3.92,2.98,3.0,621.672,4.4,30.51
1963-03-08,3.92,3.0,3.0,621.672,4.4,30.51
1963-03-11,3.92,3.01,3.0,621.672,4.4,30.51
1963-03-12,3.92,3.0,3.0,621.672,4.4,30.51
1963-03-13,3.92,3.0,3.0,621.672,4.4,30.51
1963-03-14,3.92,2.99,3.0,621.672,4.4,30.51
1963-03-15,3.92,3.0,3.0,621.672,4.4,30.51
1963-03-18,3.92,3.02,3.0,621.672,4.4,30.51
1963-03-19,3.92,3.04,2.88,621.672,4.4,30.51
1963-03-20,3.92,3.06,2.75,621.672,4.4,30.51
1963-03-21,3.92,3.06,2.88,621.672,4.4,30.51
1963-03-22,3.93,3.06,3.0,621.672,4.4,30.51
1963-03-25,3.94,3.08,3.0,621.672,4.4,30.51
1963-03-26,3.96,3.1,3.0,621.672,4.4,30.51
1963-03-27,3.96,3.11,3.0,621.672,4.4,30.51
1963-03-28,3.96,3.11,3.0,621.672,4.4,30.51
1963-03-29,3.95,3.09,3.0,621.672,4.4,30.51
1963-04-01,3.95,3.1,3.0,629.752,4.4,30.48
1963-04-02,3.96,3.09,2.75,629.752,4.4,30.48
1963-04-03,3.96,3.08,1.5,629.752,4.4,30.48
1963-04-04,3.95,3.07,2.88,629.752,4.4,30.48
1963-04-05,3.95,3.07,3.0,629.752,4.4,30.48
1963-04-08,3.97,3.09,3.0,629.752,4.4,30.48
1963-04-09,3.98,3.09,3.0,629.752,4.4,30.48
1963-04-10,4.0,3.11,3.0,629.752,4.4,30.48
1963-04-11,4.0,3.11,3.0,629.752,4.4,30.48
1963-04-15,4.01,3.14,3.0,629.752,4.4,30.48
1963-04-16,4.0,3.15,3.0,629.752,4.4,30.48
1963-04-17,4.0,3.15,2.25,629.752,4.4,30.48
1963-04-18,3.99,3.14,3.0,629.752,4.4,30.48
1963-04-19,3.97,3.14,3.0,629.752,4.4,30.48
1963-04-22,3.97,3.14,3.0,629.752,4.4,30.48
1963-04-23,3.97,3.14,3.0,629.752,4.4,30.48
1963-04-24,3.96,3.14,3.0,629.752,4.4,30.48
1963-04-25,3.95,3.12,3.0,629.752,4.4,30.48
1963-04-26,3.95,3.12,2.88,629.752,4.4,30.48
1963-04-29,3.95,3.11,3.0,629.752,4.4,30.48
1963-04-30,3.95,3.11,3.0,629.752,4.4,30.48
1963-05-01,3.94,3.11,3.0,629.752,4.4,30.51
1963-05-02,3.94,3.1,3.0,629.752,4.4,30.51
1963-05-03,3.93,3.1,3.0,629.752,4.4,30.51
1963-05-06,3.92,3.1,3.0,629.752,4.4,30.51
1963-05-07,3.91,3.08,3.0,629.752,4.4,30.51
1963-05-08,3.92,3.09,3.0,629.752,4.4,30.51
1963-05-09,3.93,3.09,3.0,629.752,4.4,30.51
1963-05-10,3.93,3.09,3.0,629.752,4.4,30.51
1963-05-13,3.92,3.09,3.0,629.752,4.4,30.51
1963-05-14,3.91,3.09,3.0,629.752,4.4,30.51
1963-05-15,3.91,3.08,3.0,629.752,4.4,30.51
1963-05-16,3.9,3.08,3.0,629.752,4.4,30.51
1963-05-17,3.92,3.1,3.0,629.752,4.4,30.51
1963-05-20,3.93,3.12,3.0,629.752,4.4,30.51
1963-05-21,3.92,3.12,3.0,629.752,4.4,30.51
1963-05-22,3.92,3.11,3.0,629.752,4.4,30.51
1963-05-23,3.93,3.11,3.0,629.752,4.4,30.51
1963-05-24,3.95,3.15,3.0,629.752,4.4,30.51
1963-05-27,3.95,3.16,3.0,629.752,4.4,30.51
1963-05-28,3.96,3.21,3.0,629.752,4.4,30.51
1963-05-29,3.96,3.2,3.0,629.752,4.4,30.51
1963-05-31,3.96,3.2,3.0,629.752,4.4,30.51
1963-06-03,3.98,3.28,3.0,629.752,4.4,30.61
1963-06-04,3.98,3.24,3.0,629.752,4.4,30.61
1963-06-05,3.98,3.22,3.0,629.752,4.4,30.61
1963-06-06,3.99,3.2,3.0,629.752,4.4,30.61
1963-06-07,3.99,3.19,3.0,629.752,4.4,30.61
1963-06-10,3.99,3.17,3.0,629.752,4.4,30.61
1963-06-11,3.98,3.18,3.0,629.752,4.4,30.61
1963-06-12,3.99,3.18,3.0,629.752,4.4,30.61
1963-06-13,3.99,3.18,3.0,629.752,4.4,30.61
1963-06-14,3.99,3.19,3.0,629.752,4.4,30.61
1963-06-17,4.0,3.19,3.0,629.752,4.4,30.61
1963-06-18,4.0,3.2,3.0,629.752,4.4,30.61
1963-06-19,4.0,3.2,3.0,629.752,4.4,30.61
1963-06-20,4.0,3.18,3.0,629.752,4.4,30.61
1963-06-21,4.0,3.18,3.0,629.752,4.4,30.61
1963-06-24,4.0,3.19,3.0,629.752,4.4,30.61
1963-06-25,4.0,3.2,2.75,629.752,4.4,30.61
1963-06-26,4.0,3.19,3.0,629.752,4.4,30.61
1963-06-27,4.0,3.19,3.0,629.752,4.4,30.61
1963-06-28,4.0,3.19,3.0,629.752,4.4,30.61
1963-07-01,4.01,3.22,3.0,644.444,4.4,30.69
1963-07-02,4.03,3.28,3.0,644.444,4.4,30.69
1963-07-03,4.03,3.31,3.0,644.444,4.4,30.69
1963-07-05,4.04,3.35,3.0,644.444,4.4,30.69
1963-07-08,4.05,3.45,3.0,644.444,4.4,30.69
1963-07-09,4.04,3.51,2.88,644.444,4.4,30.69
1963-07-10,4.03,3.51,3.0,644.444,4.4,30.69
1963-07-11,4.04,3.52,3.0,644.444,4.4,30.69
1963-07-12,4.03,3.52,3.0,644.444,4.4,30.69
1963-07-15,4.02,3.53,3.0,644.444,4.4,30.69
1963-07-16,4.02,3.54,3.0,644.444,4.4,30.69
1963-07-17,4.03,3.6,3.25,644.444,4.4,30.69
1963-07-18,4.02,3.55,3.25,644.444,4.4,30.69
1963-07-19,4.02,3.53,3.25,644.444,4.4,30.69
1963-07-22,4.02,3.54,2.75,644.444,4.4,30.69
1963-07-23,4.02,3.55,2.0,644.444,4.4,30.69
1963-07-24,4.01,3.52,0.75,644.444,4.4,30.69
1963-07-25,4.01,3.48,3.25,644.444,4.4,30.69
1963-07-26,3.99,3.46,3.38,644.444,4.4,30.69
1963-07-29,3.99,3.48,3.5,644.444,4.4,30.69
1963-07-30,4.0,3.5,3.5,644.444,4.4,30.69
1963-07-31,4.0,3.5,3.5,644.444,4.4,30.69
1963-08-01,3.99,3.48,3.5,644.444,4.4,30.75
1963-08-02,3.99,3.47,3.5,644.444,4.4,30.75
1963-08-05,3.99,3.48,3.5,644.444,4.4,30.75
1963-08-06,4.0,3.48,3.5,644.444,4.4,30.75
1963-08-07,4.01,3.51,3.5,644.444,4.4,30.75
1963-08-08,4.0,3.51,3.5,644.444,4.4,30.75
1963-08-09,4.0,3.51,3.5,644.444,4.4,30.75
1963-08-12,4.01,3.52,3.5,644.444,4.4,30.75
1963-08-13,4.02,3.52,3.38,644.444,4.4,30.75
1963-08-14,4.02,3.53,3.38,644.444,4.4,30.75
1963-08-15,4.01,3.53,3.5,644.444,4.4,30.75
1963-08-16,4.0,3.54,3.5,644.444,4.4,30.75
1963-08-19,3.99,3.53,3.5,644.444,4.4,30.75
1963-08-20,3.99,3.54,3.5,644.444,4.4,30.75
1963-08-21,4.0,3.56,3.5,644.444,4.4,30.75
1963-08-22,4.0,3.56,3.5,644.444,4.4,30.75
1963-08-23,4.0,3.57,3.5,644.444,4.4,30.75
1963-08-26,4.0,3.57,3.5,644.444,4.4,30.75
1963-08-27,4.0,3.58,3.5,644.444,4.4,30.75
1963-08-28,4.0,3.58,3.38,644.444,4.4,30.75
1963-08-29,4.01,3.58,3.5,644.444,4.4,30.75
1963-08-30,4.02,3.59,3.5,644.444,4.4,30.75
1963-09-03,4.03,3.59,3.5,644.444,4.4,30.72
1963-09-04,4.04,3.57,3.5,644.444,4.4,30.72
1963-09-05,4.08,3.58,3.5,644.444,4.4,30.72
1963-09-06,4.09,3.58,3.5,644.444,4.4,30.72
1963-09-09,4.09,3.58,3.5,644.444,4.4,30.72
1963-09-10,4.09,3.57,3.5,644.444,4.4,30.72
1963-09-11,4.09,3.57,3.5,644.444,4.4,30.72
1963-09-12,4.09,3.57,3.5,644.444,4.4,30.72
1963-09-13,4.09,3.58,3.5,644.444,4.4,30.72
1963-09-16,4.09,3.58,3.5,644.444,4.4,30.72
1963-09-17,4.09,3.59,3.5,644.444,4.4,30.72
1963-09-18,4.08,3.58,3.0,644.444,4.4,30.72
1963-09-19,4.08,3.57,3.5,644.444,4.4,30.72
1963-09-20,4.07,3.56,3.5,644.444,4.4,30.72
1963-09-23,4.07,3.56,3.5,644.444,4.4,30.72
1963-09-24,4.08,3.56,3.38,644.444,4.4,30.72
1963-09-25,4.08,3.56,3.5,644.444,4.4,30.72
1963-09-26,4.08,3.57,3.5,644.444,4.4,30.72
1963-09-27,4.07,3.57,3.5,644.444,4.4,30.72
1963-09-30,4.07,3.59,3.5,644.444,4.4,30.72
1963-10-01,4.07,3.59,3.5,653.938,4.4,30.75
1963-10-02,4.07,3.59,3.5,653.938,4.4,30.75
1963-10-03,4.07,3.58,3.5,653.938,4.4,30.75
1963-10-04,4.08,3.59,3.5,653.938,4.4,30.75
1963-10-07,4.08,3.61,3.5,653.938,4.4,30.75
1963-10-08,4.09,3.62,3.38,653.938,4.4,30.75
1963-10-09,4.1,3.61,3.5,653.938,4.4,30.75
1963-10-10,4.1,3.6,3.5,653.938,4.4,30.75
1963-10-11,4.1,3.6,3.5,653.938,4.4,30.75
1963-10-14,4.1,3.61,3.5,653.938,4.4,30.75
1963-10-15,4.11,3.61,3.5,653.938,4.4,30.75
1963-10-16,4.11,3.62,3.5,653.938,4.4,30.75
1963-10-17,4.12,3.65,3.5,653.938,4.4,30.75
