,Date,Close,tnote,tbill,Fed_rate,GDP,GDP_growth,CPI
726,2013-10-16,17.896786,2.69,0.15,0.11,17133.114,1.8418754,233.669
727,2013-10-17,18.017857,2.61,0.13,0.1,17133.114,1.8418754,233.669
728,2013-10-18,18.174643,2.6,0.12,0.1,17133.114,1.8418754,233.669
729,2013-10-21,18.620001,2.63,0.11,0.09,17133.114,1.8418754,233.669
730,2013-10-22,18.566786,2.54,0.1,0.08,17133.114,1.8418754,233.669
731,2013-10-23,18.748571,2.51,0.11,0.08,17133.114,1.8418754,233.669
732,2013-10-24,18.996786,2.53,0.12,0.08,17133.114,1.8418754,233.669
733,2013-10-25,18.784286,2.53,0.11,0.08,17133.114,1.8418754,233.669
734,2013-10-28,18.924286,2.54,0.11,0.08,17133.114,1.8418754,233.669
735,2013-10-29,18.452856,2.53,0.11,0.08,17133.114,1.8418754,233.669
736,2013-10-30,18.746429,2.55,0.11,0.08,17133.114,1.8418754,233.669
737,2013-10-31,18.667856,2.57,0.1,0.07,17133.114,1.8418754,233.669
738,2013-11-01,18.5725,2.65,0.1,0.08,17133.114,1.8418754,234.1
739,2013-11-04,18.8125,2.63,0.09,0.08,17133.114,1.8418754,234.1
740,2013-11-05,18.766071,2.69,0.1,0.08,17133.114,1.8418754,234.1
741,2013-11-06,18.604286,2.67,0.11,0.08,17133.114,1.8418754,234.1
742,2013-11-07,18.303213,2.63,0.11,0.08,17133.114,1.8418754,234.1
743,2013-11-08,18.591429,2.77,0.12,0.08,17133.114,1.8418754,234.1
744,2013-11-11,18.5375,2.77,0.12,0.08,17133.114,1.8418754,234.1
745,2013-11-12,18.571787,2.8,0.13,0.08,17133.114,1.8418754,234.1
746,2013-11-13,18.593929,2.75,0.13,0.08,17133.114,1.8418754,234.1
747,2013-11-14,18.862858,2.69,0.13,0.09,17133.114,1.8418754,234.1
748,2013-11-15,18.749643,2.71,0.13,0.09,17133.114,1.8418754,234.1
749,2013-11-18,18.522499,2.67,0.13,0.09,17133.114,1.8418754,234.1
750,2013-11-19,18.555357,2.71,0.14,0.09,17133.114,1.8418754,234.1
751,2013-11-20,18.392857,2.8,0.12,0.09,17133.114,1.8418754,234.1
752,2013-11-21,18.612143,2.79,0.12,0.09,17133.114,1.8418754,234.1
753,2013-11-22,18.564285,2.75,0.12,0.09,17133.114,1.8418754,234.1
754,2013-11-25,18.705,2.74,0.14,0.09,17133.114,1.8418754,234.1
755,2013-11-26,19.049999,2.71,0.13,0.09,17133.114,1.8418754,234.1
756,2013-11-27,19.498571,2.74,0.13,0.09,17133.114,1.8418754,234.1
757,2013-11-29,19.859644,2.75,0.13,0.07,17133.114,1.8418754,234.1
758,2013-12-02,19.686787,2.81,0.13,0.09,17133.114,1.8418754,234.719
759,2013-12-03,20.225714,2.79,0.13,0.09,17133.114,1.8418754,234.719
760,2013-12-04,20.178572,2.84,0.14,0.09,17133.114,1.8418754,234.719
761,2013-12-05,20.282143,2.88,0.13,0.09,17133.114,1.8418754,234.719
762,2013-12-06,20.000713,2.88,0.13,0.09,17133.114,1.8418754,234.719
763,2013-12-09,20.229643,2.86,0.13,0.09,17133.114,1.8418754,234.719
764,2013-12-10,20.198214,2.81,0.14,0.09,17133.114,1.8418754,234.719
765,2013-12-11,20.048571,2.86,0.13,0.08,17133.114,1.8418754,234.719
766,2013-12-12,20.019285,2.89,0.14,0.09,17133.114,1.8418754,234.719
767,2013-12-13,19.801071,2.88,0.14,0.08,17133.114,1.8418754,234.719
768,2013-12-16,19.910713,2.89,0.13,0.09,17133.114,1.8418754,234.719
769,2013-12-17,19.821072,2.85,0.14,0.09,17133.114,1.8418754,234.719
770,2013-12-18,19.670357,2.89,0.13,0.09,17133.114,1.8418754,234.719
771,2013-12-19,19.445,2.94,0.13,0.09,17133.114,1.8418754,234.719
772,2013-12-20,19.607857,2.89,0.13,0.09,17133.114,1.8418754,234.719
773,2013-12-23,20.360357,2.94,0.14,0.09,17133.114,1.8418754,234.719
774,2013-12-24,20.27393,2.99,0.14,0.08,17133.114,1.8418754,234.719
775,2013-12-26,20.139286,3.0,0.13,0.08,17133.114,1.8418754,234.719
776,2013-12-27,20.003214,3.02,0.12,0.08,17133.114,1.8418754,234.719
777,2013-12-30,19.804285,2.99,0.13,0.08,17133.114,1.8418754,234.719
778,2013-12-31,20.036428,3.04,0.13,0.07,17133.114,1.8418754,234.719
779,2014-01-02,19.754642,3.0,0.13,0.08,17144.281,2.28777593,235.288
780,2014-01-03,19.320715,3.01,0.13,0.08,17144.281,2.28777593,235.288
781,2014-01-06,19.426071,2.98,0.12,0.08,17144.281,2.28777593,235.288
782,2014-01-07,19.287144,2.96,0.13,0.07,17144.281,2.28777593,235.288
783,2014-01-08,19.409286,3.01,0.13,0.07,17144.281,2.28777593,235.288
784,2014-01-09,19.161428,2.97,0.13,0.07,17144.281,2.28777593,235.288
785,2014-01-10,19.033571,2.88,0.12,0.07,17144.281,2.28777593,235.288
786,2014-01-13,19.133215,2.84,0.11,0.07,17144.281,2.28777593,235.288
787,2014-01-14,19.513929,2.88,0.11,0.07,17144.281,2.28777593,235.288
788,2014-01-15,19.905714,2.9,0.13,0.07,17144.281,2.28777593,235.288
789,2014-01-16,19.794643,2.86,0.11,0.07,17144.281,2.28777593,235.288
790,2014-01-17,19.309643,2.84,0.11,0.07,17144.281,2.28777593,235.288
791,2014-01-21,19.609644,2.85,0.12,0.07,17144.281,2.28777593,235.288
792,2014-01-22,19.696787,2.87,0.11,0.07,17144.281,2.28777593,235.288
793,2014-01-23,19.863571,2.79,0.11,0.07,17144.281,2.28777593,235.288
794,2014-01-24,19.502501,2.75,0.11,0.07,17144.281,2.28777593,235.288
795,2014-01-27,19.660713,2.78,0.11,0.07,17144.281,2.28777593,235.288
796,2014-01-28,18.089287,2.77,0.11,0.07,17144.281,2.28777593,235.288
797,2014-01-29,17.883928,2.69,0.11,0.07,17144.281,2.28777593,235.288
798,2014-01-30,17.849285,2.72,0.1,0.07,17144.281,2.28777593,235.288
799,2014-01-31,17.878571,2.67,0.1,0.07,17144.281,2.28777593,235.288
800,2014-02-03,17.911785,2.61,0.11,0.07,17144.281,2.28777593,235.547
801,2014-02-04,18.17107,2.64,0.12,0.07,17144.281,2.28777593,235.547
802,2014-02-05,18.306786,2.7,0.12,0.07,17144.281,2.28777593,235.547
803,2014-02-06,18.303928,2.73,0.13,0.07,17144.281,2.28777593,235.547
804,2014-02-07,18.559999,2.71,0.12,0.06,17144.281,2.28777593,235.547
805,2014-02-10,18.8925,2.7,0.12,0.07,17144.281,2.28777593,235.547
806,2014-02-11,19.14143,2.75,0.12,0.06,17144.281,2.28777593,235.547
807,2014-02-12,19.139999,2.8,0.12,0.07,17144.281,2.28777593,235.547
808,2014-02-13,19.44393,2.73,0.12,0.06,17144.281,2.28777593,235.547
809,2014-02-14,19.428213,2.75,0.11,0.06,17144.281,2.28777593,235.547
810,2014-02-18,19.499643,2.71,0.12,0.07,17144.281,2.28777593,235.547
811,2014-02-19,19.191786,2.73,0.11,0.07,17144.281,2.28777593,235.547
812,2014-02-20,18.969643,2.76,0.12,0.07,17144.281,2.28777593,235.547
813,2014-02-21,18.758928,2.73,0.12,0.07,17144.281,2.28777593,235.547
814,2014-02-24,18.84107,2.75,0.11,0.07,17144.281,2.28777593,235.547
815,2014-02-25,18.645,2.7,0.11,0.07,17144.281,2.28777593,235.547
816,2014-02-26,18.476786,2.67,0.11,0.07,17144.281,2.28777593,235.547
817,2014-02-27,18.845358,2.65,0.11,0.07,17144.281,2.28777593,235.547
818,2014-02-28,18.794287,2.66,0.12,0.06,17144.281,2.28777593,235.547
819,2014-03-03,18.848572,2.6,0.12,0.07,17144.281,2.28777593,236.028
820,2014-03-04,18.972857,2.7,0.12,0.07,17144.281,2.28777593,236.028
821,2014-03-05,19.012857,2.7,0.13,0.08,17144.281,2.28777593,236.028
822,2014-03-06,18.955357,2.74,0.12,0.08,17144.281,2.28777593,236.028
823,2014-03-07,18.944286,2.8,0.13,0.08,17144.281,2.28777593,236.028
824,2014-03-10,18.96143,2.79,0.12,0.08,17144.281,2.28777593,236.028
825,2014-03-11,19.14607,2.77,0.13,0.08,17144.281,2.28777593,236.028
826,2014-03-12,19.164642,2.73,0.12,0.08,17144.281,2.28777593,236.028
827,2014-03-13,18.951786,2.66,0.12,0.08,17144.281,2.28777593,236.028
828,2014-03-14,18.73893,2.65,0.12,0.08,17144.281,2.28777593,236.028
829,2014-03-17,18.812143,2.7,0.13,0.08,17144.281,2.28777593,236.028
830,2014-03-18,18.978571,2.68,0.13,0.08,17144.281,2.28777593,236.028
831,2014-03-19,18.973572,2.78,0.15,0.08,17144.281,2.28777593,236.028
832,2014-03-20,18.882143,2.79,0.14,0.08,17144.281,2.28777593,236.028
833,2014-03-21,19.031071,2.75,0.14,0.08,17144.281,2.28777593,236.028
834,2014-03-24,19.256786,2.74,0.14,0.09,17144.281,2.28777593,236.028
835,2014-03-25,19.463928,2.75,0.13,0.09,17144.281,2.28777593,236.028
836,2014-03-26,19.277857,2.71,0.12,0.08,17144.281,2.28777593,236.028
837,2014-03-27,19.195,2.69,0.12,0.08,17144.281,2.28777593,236.028
838,2014-03-28,19.173571,2.73,0.13,0.08,17144.281,2.28777593,236.028
839,2014-03-31,19.169287,2.73,0.13,0.06,17144.281,2.28777593,236.028
840,2014-04-01,19.344643,2.77,0.13,0.08,17462.703,2.28777593,236.468
841,2014-04-02,19.376785,2.82,0.12,0.09,17462.703,2.28777593,236.468
842,2014-04-03,19.2425,2.8,0.11,0.08,17462.703,2.28777593,236.468
843,2014-04-04,18.99357,2.74,0.11,0.08,17462.703,2.28777593,236.468
844,2014-04-07,18.695356,2.71,0.11,0.09,17462.703,2.28777593,236.468
845,2014-04-08,18.694286,2.69,0.11,0.08,17462.703,2.28777593,236.468
846,2014-04-09,18.940001,2.71,0.1,0.08,17462.703,2.28777593,236.468
847,2014-04-10,18.695715,2.65,0.09,0.08,17462.703,2.28777593,236.468
848,2014-04-11,18.557501,2.63,0.09,0.09,17462.703,2.28777593,236.468
849,2014-04-14,18.63143,2.65,0.1,0.09,17462.703,2.28777593,236.468
850,2014-04-15,18.498571,2.64,0.11,0.1,17462.703,2.28777593,236.468
851,2014-04-16,18.536072,2.65,0.11,0.09,17462.703,2.28777593,236.468
852,2014-04-17,18.747856,2.73,0.11,0.09,17462.703,2.28777593,236.468
853,2014-04-21,18.970358,2.73,0.11,0.1,17462.703,2.28777593,236.468
854,2014-04-22,18.989286,2.73,0.11,0.1,17462.703,2.28777593,236.468
855,2014-04-23,18.741072,2.7,0.11,0.1,17462.703,2.28777593,236.468
856,2014-04-24,20.2775,2.7,0.1,0.1,17462.703,2.28777593,236.468
857,2014-04-25,20.42643,2.68,0.11,0.09,17462.703,2.28777593,236.468
858,2014-04-28,21.217501,2.7,0.1,0.09,17462.703,2.28777593,236.468
859,2014-04-29,21.154642,2.71,0.11,0.1,17462.703,2.28777593,236.468
860,2014-04-30,21.074642,2.67,0.11,0.09,17462.703,2.28777593,236.468
861,2014-05-01,21.124287,2.63,0.1,0.09,17462.703,2.28777593,236.918
862,2014-05-02,21.16357,2.6,0.1,0.09,17462.703,2.28777593,236.918
863,2014-05-05,21.462856,2.63,0.11,0.09,17462.703,2.28777593,236.918
864,2014-05-06,21.22893,2.61,0.1,0.09,17462.703,2.28777593,236.918
865,2014-05-07,21.154642,2.62,0.1,0.08,17462.703,2.28777593,236.918
866,2014-05-08,20.999643,2.61,0.1,0.08,17462.703,2.28777593,236.918
867,2014-05-09,20.912144,2.62,0.1,0.08,17462.703,2.28777593,236.918
868,2014-05-12,21.172501,2.66,0.09,0.08,17462.703,2.28777593,236.918
869,2014-05-13,21.205713,2.61,0.1,0.09,17462.703,2.28777593,236.918
870,2014-05-14,21.209642,2.54,0.1,0.08,17462.703,2.28777593,236.918
871,2014-05-15,21.029285,2.5,0.09,0.09,17462.703,2.28777593,236.918
872,2014-05-16,21.339643,2.52,0.09,0.09,17462.703,2.28777593,236.918
873,2014-05-19,21.592501,2.54,0.09,0.09,17462.703,2.28777593,236.918
874,2014-05-20,21.596786,2.52,0.09,0.09,17462.703,2.28777593,236.918
875,2014-05-21,21.653929,2.54,0.09,0.09,17462.703,2.28777593,236.918
876,2014-05-22,21.688213,2.56,0.09,0.09,17462.703,2.28777593,236.918
877,2014-05-23,21.933214,2.54,0.1,0.09,17462.703,2.28777593,236.918
878,2014-05-27,22.343929,2.52,0.09,0.09,17462.703,2.28777593,236.918
879,2014-05-28,22.286072,2.44,0.1,0.09,17462.703,2.28777593,236.918
880,2014-05-29,22.692142,2.45,0.1,0.09,17462.703,2.28777593,236.918
881,2014-05-30,22.607143,2.48,0.1,0.08,17462.703,2.28777593,236.918
882,2014-06-02,22.451786,2.54,0.1,0.09,17462.703,2.28777593,237.231
883,2014-06-03,22.769285,2.6,0.1,0.1,17462.703,2.28777593,237.231
884,2014-06-04,23.029285,2.61,0.1,0.09,17462.703,2.28777593,237.231
885,2014-06-05,23.119642,2.59,0.1,0.09,17462.703,2.28777593,237.231
886,2014-06-06,23.05607,2.6,0.11,0.09,17462.703,2.28777593,237.231
887,2014-06-09,23.424999,2.62,0.11,0.09,17462.703,2.28777593,237.231
888,2014-06-10,23.5625,2.64,0.11,0.09,17462.703,2.28777593,237.231
889,2014-06-11,23.465,2.65,0.11,0.09,17462.703,2.28777593,237.231
890,2014-06-12,23.0725,2.58,0.1,0.09,17462.703,2.28777593,237.231
891,2014-06-13,22.82,2.6,0.11,0.1,17462.703,2.28777593,237.231
892,2014-06-16,23.049999,2.61,0.11,0.1,17462.703,2.28777593,237.231
893,2014-06-17,23.02,2.66,0.11,0.1,17462.703,2.28777593,237.231
894,2014-06-18,23.045,2.61,0.1,0.1,17462.703,2.28777593,237.231
895,2014-06-19,22.965,2.64,0.09,0.1,17462.703,2.28777593,237.231
896,2014-06-20,22.727501,2.63,0.09,0.1,17462.703,2.28777593,237.231
897,2014-06-23,22.7075,2.63,0.1,0.1,17462.703,2.28777593,237.231
898,2014-06-24,22.57,2.59,0.12,0.1,17462.703,2.28777593,237.231
899,2014-06-25,22.59,2.57,0.11,0.1,17462.703,2.28777593,237.231
900,2014-06-26,22.725,2.53,0.11,0.1,17462.703,2.28777593,237.231
901,2014-06-27,22.995001,2.54,0.1,0.1,17462.703,2.28777593,237.231
902,2014-06-30,23.2325,2.53,0.11,0.09,17462.703,2.28777593,237.231
903,2014-07-01,23.379999,2.58,0.11,0.1,17743.227,2.28777593,237.498
904,2014-07-02,23.370001,2.64,0.12,0.1,17743.227,2.28777593,237.498
905,2014-07-03,23.5075,2.65,0.11,0.09,17743.227,2.28777593,237.498
906,2014-07-07,23.9925,2.63,0.12,0.1,17743.227,2.28777593,237.498
907,2014-07-08,23.8375,2.58,0.11,0.09,17743.227,2.28777593,237.498
908,2014-07-09,23.8475,2.57,0.11,0.09,17743.227,2.28777593,237.498
909,2014-07-10,23.76,2.55,0.1,0.09,17743.227,2.28777593,237.498
910,2014-07-11,23.805,2.53,0.11,0.09,17743.227,2.28777593,237.498
911,2014-07-14,24.112499,2.55,0.11,0.09,17743.227,2.28777593,237.498
912,2014-07-15,23.83,2.56,0.11,0.09,17743.227,2.28777593,237.498
913,2014-07-16,23.695,2.55,0.11,0.09,17743.227,2.28777593,237.498
914,2014-07-17,23.272499,2.47,0.1,0.09,17743.227,2.28777593,237.498
915,2014-07-18,23.6075,2.5,0.1,0.09,17743.227,2.28777593,237.498
916,2014-07-21,23.485001,2.49,0.11,0.1,17743.227,2.28777593,237.498
917,2014-07-22,23.68,2.48,0.11,0.09,17743.227,2.28777593,237.498
918,2014-07-23,24.297501,2.48,0.11,0.09,17743.227,2.28777593,237.498
919,2014-07-24,24.2575,2.52,0.11,0.09,17743.227,2.28777593,237.498
920,2014-07-25,24.4175,2.48,0.11,0.09,17743.227,2.28777593,237.498
921,2014-07-28,24.754999,2.5,0.11,0.09,17743.227,2.28777593,237.498
922,2014-07-29,24.594999,2.47,0.12,0.09,17743.227,2.28777593,237.498
923,2014-07-30,24.5375,2.57,0.13,0.09,17743.227,2.28777593,237.498
924,2014-07-31,23.9,2.58,0.12,0.08,17743.227,2.28777593,237.498
925,2014-08-01,24.032499,2.52,0.13,0.09,17743.227,2.28777593,237.46
926,2014-08-04,23.897499,2.51,0.12,0.09,17743.227,2.28777593,237.46
927,2014-08-05,23.780001,2.49,0.12,0.09,17743.227,2.28777593,237.46
928,2014-08-06,23.74,2.49,0.11,0.09,17743.227,2.28777593,237.46
929,2014-08-07,23.620001,2.43,0.11,0.09,17743.227,2.28777593,237.46
930,2014-08-08,23.684999,2.44,0.1,0.09,17743.227,2.28777593,237.46
931,2014-08-11,23.997499,2.44,0.1,0.09,17743.227,2.28777593,237.46
932,2014-08-12,23.9925,2.46,0.1,0.09,17743.227,2.28777593,237.46
933,2014-08-13,24.309999,2.43,0.1,0.09,17743.227,2.28777593,237.46
934,2014-08-14,24.375,2.4,0.1,0.09,17743.227,2.28777593,237.46
935,2014-08-15,24.495001,2.34,0.09,0.09,17743.227,2.28777593,237.46
936,2014-08-18,24.790001,2.39,0.1,0.09,17743.227,2.28777593,237.46
937,2014-08-19,25.1325,2.4,0.11,0.09,17743.227,2.28777593,237.46
938,2014-08-20,25.1425,2.43,0.12,0.09,17743.227,2.28777593,237.46
939,2014-08-21,25.145,2.41,0.1,0.09,17743.227,2.28777593,237.46
940,2014-08-22,25.33,2.4,0.1,0.09,17743.227,2.28777593,237.46
941,2014-08-25,25.385,2.39,0.11,0.09,17743.227,2.28777593,237.46
942,2014-08-26,25.2225,2.39,0.12,0.09,17743.227,2.28777593,237.46
943,2014-08-27,25.532499,2.37,0.11,0.09,17743.227,2.28777593,237.46
944,2014-08-28,25.5625,2.34,0.11,0.09,17743.227,2.28777593,237.46
945,2014-08-29,25.625,2.35,0.09,0.07,17743.227,2.28777593,237.46
946,2014-09-02,25.825001,2.42,0.1,0.09,17743.227,2.28777593,237.477
947,2014-09-03,24.735001,2.41,0.11,0.09,17743.227,2.28777593,237.477
948,2014-09-04,24.530001,2.45,0.1,0.09,17743.227,2.28777593,237.477
949,2014-09-05,24.7425,2.46,0.1,0.09,17743.227,2.28777593,237.477
950,2014-09-08,24.59,2.48,0.1,0.09,17743.227,2.28777593,237.477
951,2014-09-09,24.497499,2.5,0.11,0.09,17743.227,2.28777593,237.477
952,2014-09-10,25.25,2.54,0.11,0.09,17743.227,2.28777593,237.477
953,2014-09-11,25.3575,2.54,0.11,0.09,17743.227,2.28777593,237.477
954,2014-09-12,25.415001,2.62,0.11,0.09,17743.227,2.28777593,237.477
955,2014-09-15,25.407499,2.6,0.11,0.09,17743.227,2.28777593,237.477
956,2014-09-16,25.215,2.6,0.13,0.09,17743.227,2.28777593,237.477
957,2014-09-17,25.395,2.62,0.12,0.09,17743.227,2.28777593,237.477
958,2014-09-18,25.4475,2.63,0.12,0.09,17743.227,2.28777593,237.477
959,2014-09-19,25.24,2.59,0.11,0.09,17743.227,2.28777593,237.477
960,2014-09-22,25.264999,2.57,0.1,0.09,17743.227,2.28777593,237.477
961,2014-09-23,25.66,2.54,0.1,0.09,17743.227,2.28777593,237.477
962,2014-09-24,25.4375,2.57,0.11,0.09,17743.227,2.28777593,237.477
963,2014-09-25,24.467501,2.52,0.1,0.09,17743.227,2.28777593,237.477
964,2014-09-26,25.1875,2.54,0.11,0.09,17743.227,2.28777593,237.477
965,2014-09-29,25.0275,2.5,0.11,0.08,17743.227,2.28777593,237.477
966,2014-09-30,25.1875,2.52,0.13,0.07,17743.227,2.28777593,237.477
967,2014-10-01,24.795,2.42,0.1,0.09,17852.54,2.28777593,237.43
968,2014-10-02,24.975,2.44,0.1,0.09,17852.54,2.28777593,237.43
969,2014-10-03,24.905001,2.45,0.11,0.09,17852.54,2.28777593,237.43
970,2014-10-06,24.905001,2.43,0.11,0.09,17852.54,2.28777593,237.43
971,2014-10-07,24.6875,2.36,0.1,0.09,17852.54,2.28777593,237.43
972,2014-10-08,25.200001,2.35,0.1,0.09,17852.54,2.28777593,237.43
973,2014-10-09,25.254999,2.34,0.1,0.08,17852.54,2.28777593,237.43
974,2014-10-10,25.182501,2.31,0.1,0.09,17852.54,2.28777593,237.43
975,2014-10-13,24.952499,2.31,0.1,0.09,17852.54,2.28777593,237.43
976,2014-10-14,24.6875,2.21,0.09,0.09,17852.54,2.28777593,237.43
977,2014-10-15,24.385,2.15,0.1,0.09,17852.54,2.28777593,237.43
978,2014-10-16,24.065001,2.17,0.1,0.09,17852.54,2.28777593,237.43
979,2014-10-17,24.4175,2.22,0.11,0.09,17852.54,2.28777593,237.43
980,2014-10-20,24.940001,2.2,0.1,0.09,17852.54,2.28777593,237.43
981,2014-10-21,25.6175,2.23,0.1,0.09,17852.54,2.28777593,237.43
982,2014-10-22,25.747499,2.25,0.11,0.09,17852.54,2.28777593,237.43
983,2014-10-23,26.2075,2.29,0.11,0.09,17852.54,2.28777593,237.43
984,2014-10-24,26.305,2.29,0.11,0.09,17852.54,2.28777593,237.43
985,2014-10-27,26.2775,2.27,0.11,0.09,17852.54,2.28777593,237.43
986,2014-10-28,26.684999,2.3,0.11,0.09,17852.54,2.28777593,237.43
987,2014-10-29,26.834999,2.34,0.11,0.09,17852.54,2.28777593,237.43
988,2014-10-30,26.745001,2.32,0.11,0.09,17852.54,2.28777593,237.43
989,2014-10-31,27.0,2.35,0.11,0.07,17852.54,2.28777593,237.43
990,2014-11-03,27.35,2.36,0.12,0.09,17852.54,2.28777593,236.983
991,2014-11-04,27.15,2.35,0.11,0.1,17852.54,2.28777593,236.983
992,2014-11-05,27.215,2.36,0.11,0.09,17852.54,2.28777593,236.983
993,2014-11-06,27.174999,2.39,0.12,0.09,17852.54,2.28777593,236.983
994,2014-11-07,27.252501,2.32,0.12,0.09,17852.54,2.28777593,236.983
995,2014-11-10,27.2075,2.38,0.13,0.09,17852.54,2.28777593,236.983
996,2014-11-11,27.424999,2.38,0.13,0.09,17852.54,2.28777593,236.983
997,2014-11-12,27.8125,2.37,0.14,0.09,17852.54,2.28777593,236.983
998,2014-11-13,28.205,2.35,0.15,0.09,17852.54,2.28777593,236.983
999,2014-11-14,28.545,2.32,0.15,0.09,17852.54,2.28777593,236.983
1000,2014-11-17,28.497499,2.34,0.15,0.1,17852.54,2.28777593,236.983
1001,2014-11-18,28.8675,2.32,0.14,0.11,17852.54,2.28777593,236.983
1002,2014-11-19,28.6675,2.36,0.15,0.1,17852.54,2.28777593,236.983
1003,2014-11-20,29.077499,2.34,0.14,0.1,17852.54,2.28777593,236.983
1004,2014-11-21,29.1175,2.31,0.14,0.1,17852.54,2.28777593,236.983
1005,2014-11-24,29.657499,2.3,0.14,0.1,17852.54,2.28777593,236.983
1006,2014-11-25,29.4,2.27,0.14,0.1,17852.54,2.28777593,236.983
1007,2014-11-26,29.75,2.24,0.14,0.1,17852.54,2.28777593,236.983
1008,2014-11-28,29.7325,2.18,0.13,0.08,17852.54,2.28777593,236.983
1009,2014-12-01,28.7675,2.22,0.13,0.13,17852.54,2.28777593,236.252
1010,2014-12-02,28.657499,2.28,0.14,0.12,17852.54,2.28777593,236.252
1011,2014-12-03,28.9825,2.29,0.15,0.12,17852.54,2.28777593,236.252
1012,2014-12-04,28.872499,2.25,0.14,0.12,17852.54,2.28777593,236.252
1013,2014-12-05,28.75,2.31,0.18,0.12,17852.54,2.28777593,236.252
1014,2014-12-08,28.1,2.26,0.18,0.12,17852.54,2.28777593,236.252
1015,2014-12-09,28.530001,2.22,0.23,0.12,17852.54,2.28777593,236.252
1016,2014-12-10,27.987499,2.18,0.21,0.12,17852.54,2.28777593,236.252
1017,2014-12-11,27.905001,2.19,0.21,0.12,17852.54,2.28777593,236.252
1018,2014-12-12,27.432501,2.1,0.19,0.12,17852.54,2.28777593,236.252
1019,2014-12-15,27.057501,2.12,0.22,0.11,17852.54,2.28777593,236.252
1020,2014-12-16,26.6875,2.07,0.21,0.12,17852.54,2.28777593,236.252
1021,2014-12-17,27.352501,2.14,0.23,0.13,17852.54,2.28777593,236.252
1022,2014-12-18,28.1625,2.22,0.25,0.13,17852.54,2.28777593,236.252
1023,2014-12-19,27.945,2.17,0.26,0.13,17852.54,2.28777593,236.252
1024,2014-12-22,28.235001,2.17,0.28,0.13,17852.54,2.28777593,236.252
1025,2014-12-23,28.135,2.26,0.26,0.13,17852.54,2.28777593,236.252
1026,2014-12-24,28.002501,2.27,0.26,0.13,17852.54,2.28777593,236.252
1027,2014-12-26,28.497499,2.25,0.26,0.13,17852.54,2.28777593,236.252
1028,2014-12-29,28.477501,2.22,0.25,0.13,17852.54,2.28777593,236.252
1029,2014-12-30,28.129999,2.2,0.23,0.13,17852.54,2.28777593,236.252
1030,2014-12-31,27.594999,2.17,0.25,0.06,17852.54,2.28777593,236.252
1031,2015-01-02,27.3325,2.12,0.25,0.12,17991.348,2.70636958,234.747
1032,2015-01-05,26.5625,2.04,0.26,0.12,17991.348,2.70636958,234.747
1033,2015-01-06,26.565001,1.97,0.25,0.12,17991.348,2.70636958,234.747
1034,2015-01-07,26.9375,1.96,0.25,0.12,17991.348,2.70636958,234.747
1035,2015-01-08,27.9725,2.03,0.23,0.12,17991.348,2.70636958,234.747
1036,2015-01-09,28.002501,1.98,0.22,0.12,17991.348,2.70636958,234.747
1037,2015-01-12,27.3125,1.92,0.19,0.12,17991.348,2.70636958,234.747
1038,2015-01-13,27.555,1.91,0.2,0.12,17991.348,2.70636958,234.747
1039,2015-01-14,27.450001,1.86,0.18,0.12,17991.348,2.70636958,234.747
1040,2015-01-15,26.705,1.77,0.16,0.12,17991.348,2.70636958,234.747
1041,2015-01-16,26.497499,1.83,0.17,0.13,17991.348,2.70636958,234.747
1042,2015-01-20,27.18,1.82,0.17,0.12,17991.348,2.70636958,234.747
1043,2015-01-21,27.387501,1.87,0.17,0.12,17991.348,2.70636958,234.747
1044,2015-01-22,28.1,1.9,0.17,0.12,17991.348,2.70636958,234.747
1045,2015-01-23,28.245001,1.81,0.17,0.12,17991.348,2.70636958,234.747
1046,2015-01-26,28.275,1.83,0.18,0.12,17991.348,2.70636958,234.747
1047,2015-01-27,27.285,1.83,0.17,0.11,17991.348,2.70636958,234.747
1048,2015-01-28,28.827499,1.73,0.17,0.12,17991.348,2.70636958,234.747
1049,2015-01-29,29.725,1.77,0.17,0.11,17991.348,2.70636958,234.747
1050,2015-01-30,29.290001,1.68,0.18,0.06,17991.348,2.70636958,234.747
1051,2015-02-02,29.657499,1.68,0.17,0.12,17991.348,2.70636958,235.342
1052,2015-02-03,29.6625,1.79,0.21,0.12,17991.348,2.70636958,235.342
1053,2015-02-04,29.889999,1.81,0.2,0.11,17991.348,2.70636958,235.342
1054,2015-02-05,29.985001,1.83,0.2,0.12,17991.348,2.70636958,235.342
1055,2015-02-06,29.7325,1.95,0.26,0.11,17991.348,2.70636958,235.342
1056,2015-02-09,29.93,1.96,0.24,0.12,17991.348,2.70636958,235.342
1057,2015-02-10,30.504999,2.01,0.25,0.12,17991.348,2.70636958,235.342
1058,2015-02-11,31.219999,2.0,0.24,0.12,17991.348,2.70636958,235.342
1059,2015-02-12,31.615,1.99,0.23,0.12,17991.348,2.70636958,235.342
1060,2015-02-13,31.77,2.02,0.23,0.12,17991.348,2.70636958,235.342
1061,2015-02-17,31.9575,2.14,0.25,0.12,17991.348,2.70636958,235.342
1062,2015-02-18,32.18,2.07,0.23,0.12,17991.348,2.70636958,235.342
1063,2015-02-19,32.112499,2.11,0.23,0.12,17991.348,2.70636958,235.342
1064,2015-02-20,32.375,2.13,0.23,0.12,17991.348,2.70636958,235.342
1065,2015-02-23,33.25,2.06,0.22,0.11,17991.348,2.70636958,235.342
