Date,SP500
11/30/17,2647.58
12/1/17,2642.22
12/4/17,2639.44
12/5/17,2629.57
12/6/17,2629.27
12/7/17,2636.98
12/8/17,2651.5
12/11/17,2659.99
12/12/17,2664.11
12/13/17,2662.85
12/14/17,2652.01
12/15/17,2675.81
12/18/17,2690.16
12/19/17,2681.47
12/20/17,2679.25
12/21/17,2684.57
12/22/17,2683.34
12/26/17,2680.5
12/27/17,2682.62
12/28/17,2687.54
12/29/17,2673.61
1/2/18,2695.81
1/3/18,2713.06
1/4/18,2723.99
1/5/18,2743.15
1/8/18,2747.71
1/9/18,2751.29
1/10/18,2748.23
1/11/18,2767.56
1/12/18,2786.24
1/16/18,2776.42
1/17/18,2802.56
1/18/18,2798.03
1/19/18,2810.3
1/22/18,2832.97
1/23/18,2839.13
1/24/18,2837.54
1/25/18,2839.25
1/26/18,2872.87
1/29/18,2853.53
1/30/18,2822.43
1/31/18,2823.81
2/1/18,2821.98
2/2/18,2762.13
2/5/18,2648.94
2/6/18,2695.14
2/7/18,2681.66
2/8/18,2581
2/9/18,2619.55
2/12/18,2656
2/13/18,2662.94
2/14/18,2698.63
2/15/18,2731.2
2/16/18,2732.22
2/20/18,2716.26
2/21/18,2701.33
2/22/18,2703.96
2/23/18,2747.3
2/26/18,2779.6
2/27/18,2744.28
2/28/18,2713.83
3/1/18,2677.67
3/2/18,2691.25
3/5/18,2720.94
3/6/18,2728.12
3/7/18,2726.8
3/8/18,2738.97
3/9/18,2786.57
3/12/18,2783.02
3/13/18,2765.31
3/14/18,2749.48
3/15/18,2747.33
3/16/18,2752.01
3/19/18,2712.92
3/20/18,2716.94
3/21/18,2711.93
3/22/18,2643.69
3/23/18,2588.26
3/26/18,2658.55
3/27/18,2612.62
3/28/18,2605
3/29/18,2640.87
4/2/18,2581.88
4/3/18,2614.45
4/4/18,2644.69
4/5/18,2662.84
4/6/18,2604.47
4/9/18,2613.16
4/10/18,2656.87
4/11/18,2642.19
4/12/18,2663.99
4/13/18,2656.3
4/16/18,2677.84
4/17/18,2706.39
4/18/18,2708.64
4/19/18,2693.13
4/20/18,2670.14
4/23/18,2670.29
4/24/18,2634.56
4/25/18,2639.4
4/26/18,2666.94
4/27/18,2669.91
4/30/18,2648.05
5/1/18,2654.8
5/2/18,2635.67
5/3/18,2629.73
5/4/18,2663.42
5/7/18,2672.63
5/8/18,2671.92
5/9/18,2697.79
5/10/18,2723.07
5/11/18,2727.72
5/14/18,2730.13
5/15/18,2711.45
5/16/18,2722.46
5/17/18,2720.13
5/18/18,2712.97
5/21/18,2733.01
5/22/18,2724.44
5/23/18,2733.29
5/24/18,2727.76
5/25/18,2721.33
5/29/18,2689.86
5/30/18,2724.01
5/31/18,2705.27
6/1/18,2734.62
6/4/18,2746.87
6/5/18,2748.8
6/6/18,2772.35
6/7/18,2770.37
6/8/18,2779.03
6/11/18,2782
6/12/18,2786.85
6/13/18,2775.63
6/14/18,2782.49
6/15/18,2779.66
6/18/18,2773.75
6/19/18,2762.59
6/20/18,2767.32
6/21/18,2749.76
6/22/18,2754.88
6/25/18,2717.07
6/26/18,2723.06
6/27/18,2699.63
6/28/18,2716.31
6/29/18,2718.37
7/2/18,2726.71
7/3/18,2713.22
7/5/18,2736.61
7/6/18,2759.82
7/9/18,2784.17
7/10/18,2793.84
7/11/18,2774.02
7/12/18,2798.29
7/13/18,2801.31
7/16/18,2798.43
7/17/18,2809.55
7/18/18,2815.62
7/19/18,2804.49
7/20/18,2801.83
7/23/18,2806.98
7/24/18,2820.4
7/25/18,2846.07
7/26/18,2837.44
7/27/18,2818.82
7/30/18,2802.6
7/31/18,2816.29
8/1/18,2813.36
8/2/18,2827.22
8/3/18,2840.35
8/6/18,2850.4
8/7/18,2858.45
8/8/18,2857.7
8/9/18,2853.58
8/10/18,2833.28
8/13/18,2821.93
8/14/18,2839.96
8/15/18,2818.37
8/16/18,2840.69
8/17/18,2850.13
8/20/18,2857.05
8/21/18,2862.96
8/22/18,2861.82
8/23/18,2856.98
8/24/18,2874.69
8/27/18,2896.74
8/28/18,2897.52
8/29/18,2914.04
8/30/18,2901.13
8/31/18,2901.52
9/4/18,2896.72
9/5/18,2888.6
9/6/18,2878.05
9/7/18,2871.68
9/10/18,2877.13
9/11/18,2887.89
9/12/18,2888.92
9/13/18,2904.18
9/14/18,2904.98
9/17/18,2888.8
9/18/18,2904.31
9/19/18,2907.95
9/20/18,2930.75
9/21/18,2929.67
9/24/18,2919.37
9/25/18,2915.56
9/26/18,2905.97
9/27/18,2914
9/28/18,2913.98
10/1/18,2924.59
10/2/18,2923.43
10/3/18,2925.51
10/4/18,2901.61
10/5/18,2885.57
10/8/18,2884.43
10/9/18,2880.34
10/10/18,2785.68
10/11/18,2728.37
10/12/18,2767.13
10/15/18,2750.79
10/16/18,2809.92
10/17/18,2809.21
10/18/18,2768.78
10/19/18,2767.78
10/22/18,2755.88
10/23/18,2740.69
10/24/18,2656.1
10/25/18,2705.57
10/26/18,2658.69
10/29/18,2641.25
10/30/18,2682.63
10/31/18,2711.74
11/1/18,2740.37
11/2/18,2723.06
11/5/18,2738.31
11/6/18,2755.45
11/7/18,2813.89
11/8/18,2806.83
11/9/18,2781.01
11/12/18,2726.22
11/13/18,2722.18
11/14/18,2701.58
11/15/18,2730.2
11/16/18,2736.27
11/19/18,2690.73
11/20/18,2641.89
11/21/18,2649.93
11/23/18,2632.56
11/26/18,2673.45
11/27/18,2682.17
11/28/18,2743.79
11/29/18,2737.76
11/30/18,2760.17
12/3/18,2790.37
12/4/18,2700.06
12/6/18,2695.95
12/7/18,2633.08
12/10/18,2637.72
12/11/18,2636.78
12/12/18,2651.07
12/13/18,2650.54
12/14/18,2599.95
12/17/18,2545.94
12/18/18,2546.16
12/19/18,2506.96
12/20/18,2467.42
12/21/18,2416.62
12/24/18,2351.1
12/26/18,2467.7
12/27/18,2488.83
12/28/18,2485.74
12/31/18,2506.85
1/2/19,2510.03
1/3/19,2447.89
1/4/19,2531.94
1/7/19,2549.69
1/8/19,2574.41
1/9/19,2584.96
1/10/19,2596.64
1/11/19,2596.26
1/14/19,2582.61
1/15/19,2610.3
1/16/19,2616.1
1/17/19,2635.96
1/18/19,2670.71
1/22/19,2632.9
1/23/19,2638.7
1/24/19,2642.33
1/25/19,2664.76
1/28/19,2643.85
1/29/19,2640
1/30/19,2681.05
1/31/19,2704.1
2/1/19,2706.53
2/4/19,2724.87
2/5/19,2737.7
2/6/19,2731.61
2/7/19,2706.05
2/8/19,2707.88
2/11/19,2709.8
2/12/19,2744.73
2/13/19,2753.03
2/14/19,2745.73
2/15/19,2775.6
2/19/19,2779.76
2/20/19,2784.7
2/21/19,2774.88
2/22/19,2792.67
2/25/19,2796.11
2/26/19,2793.9
2/27/19,2792.38
2/28/19,2784.49
3/1/19,2803.69
3/4/19,2792.81
3/5/19,2789.65
3/6/19,2771.45
3/7/19,2748.93
3/8/19,2743.07
3/11/19,2783.3
3/12/19,2791.52
3/13/19,2810.92
3/14/19,2808.48
3/15/19,2822.48
3/18/19,2832.94
3/19/19,2832.57
3/20/19,2824.23
3/21/19,2854.88
3/22/19,2800.71
3/25/19,2798.36
3/26/19,2818.46
3/27/19,2805.37
3/28/19,2815.44
3/29/19,2834.4
4/1/19,2867.19
4/2/19,2867.24
4/3/19,2873.4
4/4/19,2879.39
4/5/19,2892.74
4/8/19,2895.77
4/9/19,2878.2
4/10/19,2888.21
4/11/19,2888.32
4/12/19,2907.41
4/15/19,2905.58
4/16/19,2907.06
4/17/19,2900.45
4/18/19,2905.03
4/22/19,2907.97
4/23/19,2933.68
4/24/19,2927.25
4/25/19,2926.17
4/26/19,2939.88
4/29/19,2943.03
4/30/19,2945.83
5/1/19,2923.73
5/2/19,2917.52
5/3/19,2945.64
5/6/19,2932.47
5/7/19,2884.05
5/8/19,2879.42
5/9/19,2870.72
5/10/19,2881.4
5/13/19,2811.87
5/14/19,2834.41
5/15/19,2850.96
5/16/19,2876.32
5/17/19,2859.53
5/20/19,2840.23
5/21/19,2864.36
5/22/19,2856.27
5/23/19,2822.24
5/24/19,2826.06
5/28/19,2802.39
5/29/19,2783.02
5/30/19,2788.86
5/31/19,2752.06
6/3/19,2744.45
6/4/19,2803.27
6/5/19,2826.15
6/6/19,2843.49
6/7/19,2873.34
6/10/19,2886.73
6/11/19,2885.72
6/12/19,2879.84
6/13/19,2891.64
6/14/19,2886.98
6/17/19,2889.67
6/18/19,2917.75
6/19/19,2926.46
6/20/19,2954.18
6/21/19,2950.46
6/24/19,2945.35
6/25/19,2917.38
6/26/19,2913.78
6/27/19,2924.92
6/28/19,2941.76
7/1/19,2964.33
7/2/19,2973.01
7/3/19,2995.82
7/5/19,2990.41
7/8/19,2975.95
7/9/19,2979.63
7/10/19,2993.07
7/11/19,2999.91
7/12/19,3013.77
7/15/19,3014.3
7/16/19,3004.04
7/17/19,2984.42
7/18/19,2995.11
7/19/19,2976.61
7/22/19,2985.03
7/23/19,3005.47
7/24/19,3019.56
7/25/19,3003.67
7/26/19,3025.86
7/29/19,3020.97
7/30/19,3013.18
7/31/19,2980.38
8/1/19,2953.56
8/2/19,2932.05
8/5/19,2844.74
8/6/19,2881.77
8/7/19,2883.98
8/8/19,2938.09
8/9/19,2918.65
8/12/19,2883.75
8/13/19,2926.32
8/14/19,2840.6
8/15/19,2847.6
8/16/19,2888.68
8/19/19,2923.65
8/20/19,2900.51
8/21/19,2924.43
8/22/19,2922.95
8/23/19,2847.11
8/26/19,2878.38
8/27/19,2869.16
8/28/19,2887.94
8/29/19,2924.58
8/30/19,2926.46
9/3/19,2906.27
9/4/19,2937.78
9/5/19,2976
9/6/19,2978.71
9/9/19,2978.43
9/10/19,2979.39
9/11/19,3000.93
9/12/19,3009.57
9/13/19,3007.39
9/16/19,2997.96
9/17/19,3005.7
9/18/19,3006.73
9/19/19,3006.79
9/20/19,2992.07
9/23/19,2991.78
9/24/19,2966.6
9/25/19,2984.87
9/26/19,2977.62
9/27/19,2961.79
9/30/19,2976.74
10/1/19,2940.25
10/2/19,2887.61
10/3/19,2910.63
10/4/19,2952.01
10/7/19,2938.79
10/8/19,2893.06
10/9/19,2919.4
10/10/19,2938.13
10/11/19,2970.27
10/14/19,2966.15
10/15/19,2995.68
10/16/19,2989.69
10/17/19,2997.95
10/18/19,2986.2
10/21/19,3006.72
10/22/19,2995.99
10/23/19,3004.52
10/24/19,3010.29
10/25/19,3022.55
10/28/19,3039.42
10/29/19,3036.89
10/30/19,3046.77
10/31/19,3037.56
11/1/19,3066.91
11/4/19,3078.27
11/5/19,3074.62
11/6/19,3076.78
11/7/19,3085.18
11/8/19,3093.08
11/11/19,3087.01
11/12/19,3091.84
11/13/19,3094.04
11/14/19,3096.63
11/15/19,3120.46
11/18/19,3122.03
11/19/19,3120.18
11/20/19,3108.46
11/21/19,3103.54
11/22/19,3110.29
11/25/19,3133.64
11/26/19,3140.52
11/27/19,3153.63
11/29/19,3140.98
12/2/19,3113.87
12/3/19,3093.2
12/4/19,3112.76
12/5/19,3117.43
12/6/19,3145.91
12/9/19,3135.96
12/10/19,3132.52
12/11/19,3141.63
12/12/19,3168.57
12/13/19,3168.8
12/16/19,3191.45
12/17/19,3192.52
12/18/19,3191.14
12/19/19,3205.37
12/20/19,3221.22
12/23/19,3224.01
12/24/19,3223.38
12/26/19,3239.91
12/27/19,3240.02
12/30/19,3221.29
12/31/19,3230.78
1/2/20,3257.85
1/3/20,3234.85
1/6/20,3246.28
1/7/20,3237.18
1/8/20,3253.05
1/9/20,3274.7
1/10/20,3265.35
1/13/20,3288.13
1/14/20,3283.15
1/15/20,3289.29
1/16/20,3316.81
1/17/20,3329.62
1/21/20,3320.79
1/22/20,3321.75
1/23/20,3325.54
1/24/20,3295.47
1/27/20,3243.63
1/28/20,3276.24
1/29/20,3273.4
1/30/20,3283.66
1/31/20,3225.52
2/3/20,3248.92
2/4/20,3297.59
2/5/20,3334.69
2/6/20,3345.78
2/7/20,3327.71
2/10/20,3352.09
2/11/20,3357.75
2/12/20,3379.45
2/13/20,3373.94
2/14/20,3380.16
2/18/20,3370.29
2/19/20,3386.15
2/20/20,3373.23
2/21/20,3337.75
2/24/20,3225.89
2/25/20,3128.21
2/26/20,3116.39
2/27/20,2978.76
2/28/20,2954.22
3/2/20,3090.23
3/3/20,3003.37
3/4/20,3130.12
3/5/20,3023.94
3/6/20,2972.37
3/9/20,2746.56
3/10/20,2882.23
3/11/20,2741.38
3/12/20,2480.64
3/13/20,2711.02
3/16/20,2386.13
3/17/20,2529.19
3/18/20,2398.1
3/19/20,2409.39
3/20/20,2304.92
3/23/20,2237.4
3/24/20,2447.33
3/25/20,2475.56
3/26/20,2630.07
3/27/20,2541.47
3/30/20,2626.65
3/31/20,2584.59
4/1/20,2470.5
4/2/20,2526.9
4/3/20,2488.65
4/6/20,2663.68
4/7/20,2659.41
4/8/20,2749.98
4/9/20,2789.82
4/13/20,2761.63
4/14/20,2846.06
4/15/20,2783.36
4/16/20,2799.55
4/17/20,2874.56
4/20/20,2823.16
4/21/20,2736.56
4/22/20,2799.31
4/23/20,2797.8
4/24/20,2836.74
4/27/20,2878.48
4/28/20,2863.39
4/29/20,2939.51
4/30/20,2912.43
5/1/20,2830.71
5/4/20,2842.74
5/5/20,2868.44
5/6/20,2848.42
5/7/20,2881.19
5/8/20,2929.8
5/11/20,2930.32
5/12/20,2870.12
5/13/20,2820
5/14/20,2852.5
5/15/20,2863.7
5/18/20,2953.91
5/19/20,2922.94
5/20/20,2971.61
5/21/20,2948.51
5/22/20,2955.45
5/26/20,2991.77
5/27/20,3036.13
5/28/20,3029.73
5/29/20,3044.31
6/1/20,3055.73
6/2/20,3080.82
6/3/20,3122.87
6/4/20,3112.35
6/5/20,3193.93
6/8/20,3232.39
6/9/20,3207.18
6/10/20,3190.14
6/11/20,3002.1
6/12/20,3041.31
6/15/20,3066.59
6/16/20,3124.74
6/17/20,3113.49
6/18/20,3115.34
6/19/20,3097.74
6/22/20,3117.86
6/23/20,3131.29
6/24/20,3050.33
6/25/20,3083.76
6/26/20,3009.05
6/29/20,3053.24
6/30/20,3100.29
7/1/20,3115.86
7/2/20,3130.01
7/6/20,3179.72
7/7/20,3145.32
7/8/20,3169.94
7/9/20,3152.05
7/10/20,3185.04
7/13/20,3155.22
7/14/20,3197.52
7/15/20,3226.56
7/16/20,3215.57
7/17/20,3224.73
7/20/20,3251.84
7/21/20,3257.3
7/22/20,3276.02
7/23/20,3235.66
7/24/20,3215.63
7/27/20,3239.41
7/28/20,3218.44
7/29/20,3258.44
7/30/20,3246.22
7/31/20,3271.12
8/3/20,3294.61
8/4/20,3306.51
8/5/20,3327.77
8/6/20,3349.16
8/7/20,3351.28
8/10/20,3360.47
8/11/20,3333.69
8/12/20,3380.35
8/13/20,3373.43
8/14/20,3372.85
8/17/20,3381.99
8/18/20,3389.78
8/19/20,3374.85
8/20/20,3385.51
8/21/20,3397.16
8/24/20,3431.28
8/25/20,3443.62
8/26/20,3478.73
8/27/20,3484.55
8/28/20,3508.01
8/31/20,3500.31
9/1/20,3526.65
9/2/20,3580.84
9/3/20,3455.06
9/4/20,3426.96
9/8/20,3331.84
9/9/20,3398.96
9/10/20,3339.19
9/11/20,3340.97
9/14/20,3383.54
9/15/20,3401.2
9/16/20,3385.49
9/17/20,3357.01
9/18/20,3319.47
9/21/20,3281.06
9/22/20,3315.57
9/23/20,3236.92
9/24/20,3246.59
9/25/20,3298.46
9/28/20,3351.6
9/29/20,3335.47
9/30/20,3363
10/1/20,3380.8
10/2/20,3348.44
10/5/20,3408.63
10/6/20,3360.95
10/7/20,3419.45
10/8/20,3446.83
10/9/20,3477.13
10/12/20,3534.22
10/13/20,3511.93
10/14/20,3488.67
10/15/20,3483.34
10/16/20,3483.81
10/19/20,3426.92
10/20/20,3443.12
10/21/20,3435.56
10/22/20,3453.49
10/23/20,3465.39
10/26/20,3400.97
10/27/20,3390.68
10/28/20,3271.03
10/29/20,3310.11
10/30/20,3269.96
11/2/20,3310.24
11/3/20,3369.16
11/4/20,3443.44
11/5/20,3510.45
11/6/20,3509.44
11/9/20,3550.5
11/10/20,3545.53
11/11/20,3572.66
11/12/20,3537.01
11/13/20,3585.15
11/16/20,3626.91
11/17/20,3609.53
11/18/20,3567.79
11/19/20,3581.87
11/20/20,3557.54
11/23/20,3577.59
11/24/20,3635.41
11/25/20,3629.65
11/27/20,3638.35
11/30/20,3621.63
12/1/20,3662.45
12/2/20,3669.01
12/3/20,3666.72
12/4/20,3699.12
12/7/20,3691.96
12/8/20,3702.25
12/9/20,3672.82
12/10/20,3668.1
12/11/20,3663.46
12/14/20,3647.49
12/15/20,3694.62
12/16/20,3701.17
12/17/20,3722.48
12/18/20,3709.41
12/21/20,3694.92
12/22/20,3687.26
12/23/20,3690.01
12/24/20,3703.06
12/28/20,3735.36
12/29/20,3727.04
12/30/20,3732.04
12/31/20,3756.07
1/4/21,3700.65
1/5/21,3726.86
1/6/21,3748.14
1/7/21,3803.79
1/8/21,3824.68
1/11/21,3799.61
1/12/21,3801.19
1/13/21,3809.84
1/14/21,3795.54
1/15/21,3768.25
1/19/21,3798.91
1/20/21,3851.85
1/21/21,3853.07
1/22/21,3841.47
1/25/21,3855.36
1/26/21,3849.62
1/27/21,3750.77
1/28/21,3787.38
1/29/21,3714.24
2/1/21,3773.86
2/2/21,3826.31
2/3/21,3830.17
2/4/21,3871.74
2/5/21,3886.83
2/8/21,3915.59
2/9/21,3911.23
2/10/21,3909.88
2/11/21,3916.38
2/12/21,3934.83
2/16/21,3932.59
2/17/21,3931.33
2/18/21,3913.97
2/19/21,3906.71
2/22/21,3876.5
2/23/21,3881.37
2/24/21,3925.43
2/25/21,3829.34
2/26/21,3811.15
3/1/21,3901.82
3/2/21,3870.29
3/3/21,3819.72
3/4/21,3768.47
3/5/21,3841.94
3/8/21,3821.35
3/9/21,3875.44
3/10/21,3898.81
3/11/21,3939.34
3/12/21,3943.34
3/15/21,3968.94
3/16/21,3962.71
3/17/21,3974.12
3/18/21,3915.46
3/19/21,3913.1
3/22/21,3940.59
3/23/21,3910.52
3/24/21,3889.14
3/25/21,3909.52
3/26/21,3974.54
3/29/21,3971.09
3/30/21,3958.55
3/31/21,3972.89
4/1/21,4019.87
4/5/21,4077.91
4/6/21,4073.94
4/7/21,4079.95
4/8/21,4097.17
4/9/21,4128.8
4/12/21,4127.99
4/13/21,4141.59
4/14/21,4124.66
4/15/21,4170.42
4/16/21,4185.47
4/19/21,4163.26
4/20/21,4134.94
4/21/21,4173.42
4/22/21,4134.98
4/23/21,4180.17
4/26/21,4187.62
4/27/21,4186.72
4/28/21,4183.18
4/29/21,4211.47
4/30/21,4181.17
5/3/21,4192.66
5/4/21,4164.66
5/5/21,4167.59
5/6/21,4201.62
5/7/21,4232.6
5/10/21,4188.43
5/11/21,4152.1
5/12/21,4063.04
5/13/21,4112.5
5/14/21,4173.85
5/17/21,4163.29
5/18/21,4127.83
5/19/21,4115.68
5/20/21,4159.12
5/21/21,4155.86
5/24/21,4197.05
5/25/21,4188.13
5/26/21,4195.99
5/27/21,4200.88
5/28/21,4204.11
6/1/21,4202.04
6/2/21,4208.12
6/3/21,4192.85
6/4/21,4229.89
6/7/21,4226.52
6/8/21,4227.26
6/9/21,4219.55
6/10/21,4239.18
6/11/21,4247.44
6/14/21,4255.15
6/15/21,4246.59
6/16/21,4223.7
6/17/21,4221.86
6/18/21,4166.45
6/21/21,4224.79
6/22/21,4246.44
6/23/21,4241.84
6/24/21,4266.49
6/25/21,4280.7
6/28/21,4290.61
6/29/21,4291.8
6/30/21,4297.5
7/1/21,4319.94
7/2/21,4352.34
7/6/21,4343.54
7/7/21,4358.13
7/8/21,4320.82
7/9/21,4369.55
7/12/21,4384.63
7/13/21,4369.21
7/14/21,4374.3
7/15/21,4360.03
7/16/21,4327.16
7/19/21,4258.49
7/20/21,4323.06
7/21/21,4358.69
7/22/21,4367.48
7/23/21,4411.79
7/26/21,4422.3
7/27/21,4401.46
7/28/21,4400.64
7/29/21,4419.15
7/30/21,4395.26
8/2/21,4387.16
8/3/21,4423.15
8/4/21,4402.66
8/5/21,4429.1
8/6/21,4436.52
8/9/21,4432.35
8/10/21,4436.75
8/11/21,4447.7
8/12/21,4460.83
8/13/21,4468
8/16/21,4479.71
8/17/21,4448.08
8/18/21,4400.27
8/19/21,4405.8
8/20/21,4441.67
8/23/21,4479.53
8/24/21,4486.23
8/25/21,4496.19
8/26/21,4470
8/27/21,4509.37
8/30/21,4528.79
8/31/21,4522.68
9/1/21,4524.09
9/2/21,4536.95
9/3/21,4535.43
9/7/21,4520.03
9/8/21,4514.07
9/9/21,4493.28
9/10/21,4458.58
9/13/21,4468.73
9/14/21,4443.05
9/15/21,4480.7
9/16/21,4473.75
9/17/21,4432.99
9/20/21,4357.73
9/21/21,4354.19
9/22/21,4395.64
9/23/21,4448.98
9/24/21,4455.48
9/27/21,4443.11
9/28/21,4352.63
9/29/21,4359.46
9/30/21,4307.54
10/1/21,4357.04
10/4/21,4300.46
10/5/21,4345.72
10/6/21,4363.55
10/7/21,4399.76
10/8/21,4391.34
10/11/21,4361.19
10/12/21,4350.65
10/13/21,4363.8
10/14/21,4438.26
10/15/21,4471.37
10/18/21,4486.46
10/19/21,4519.63
10/20/21,4536.19
10/21/21,4549.78
10/22/21,4544.9
10/25/21,4566.48
10/26/21,4574.79
10/27/21,4551.68
10/28/21,4596.42
10/29/21,4605.38
11/1/21,4613.67
11/2/21,4630.65
11/3/21,4660.57
11/4/21,4680.06
11/5/21,4697.53
11/8/21,4701.7
11/9/21,4685.25
11/10/21,4646.71
11/11/21,4649.27
11/12/21,4682.85
11/15/21,4682.8
11/16/21,4700.9
11/17/21,4688.67
11/18/21,4704.54
11/19/21,4697.96
11/22/21,4682.94
11/23/21,4690.7
11/24/21,4701.46
11/26/21,4594.62
11/29/21,4655.27
11/30/21,4567
12/1/21,4513.04
12/2/21,4577.1
12/3/21,4538.43
12/6/21,4591.67
12/7/21,4686.75
12/8/21,4701.21
12/9/21,4667.45
12/10/21,4712.02
12/13/21,4668.97
12/14/21,4634.09
12/15/21,4709.85
12/16/21,4668.67
12/17/21,4620.64
12/20/21,4568.02
12/21/21,4649.23
12/22/21,4696.56
12/23/21,4725.79
12/27/21,4791.19
12/28/21,4786.35
12/29/21,4793.06
12/30/21,4778.73
12/31/21,4766.18
1/3/22,4796.56
1/4/22,4793.54
1/5/22,4700.58
1/6/22,4696.05
1/7/22,4677.03
1/10/22,4670.29
1/11/22,4713.07
1/12/22,4726.35
1/13/22,4659.03
1/14/22,4662.85
1/18/22,4577.11
1/19/22,4532.76
1/20/22,4482.73
1/21/22,4397.94
1/24/22,4410.13
1/25/22,4356.45
1/26/22,4349.93
1/27/22,4326.51
1/28/22,4431.85
1/31/22,4515.55
2/1/22,4546.54
2/2/22,4589.38
2/3/22,4477.44
2/4/22,4500.53
2/7/22,4483.87
2/8/22,4521.54
2/9/22,4587.18
2/10/22,4504.08
2/11/22,4418.64
2/14/22,4401.67
2/15/22,4471.07
2/16/22,4475.01
2/17/22,4380.26
2/18/22,4348.87
2/22/22,4304.76
2/23/22,4225.5
2/24/22,4288.7
2/25/22,4384.65
2/28/22,4373.94
3/1/22,4306.26
3/2/22,4386.54
3/3/22,4363.49
3/4/22,4328.87
3/7/22,4201.09
3/8/22,4170.7
3/9/22,4277.88
3/10/22,4259.52
3/11/22,4204.31
3/14/22,4173.11
3/15/22,4262.45
3/16/22,4357.86
3/17/22,4411.67
3/18/22,4463.12
3/21/22,4461.18
3/22/22,4511.61
3/23/22,4456.24
3/24/22,4520.16
3/25/22,4543.06
3/28/22,4575.52
3/29/22,4631.6
3/30/22,4602.45
3/31/22,4530.41
4/1/22,4545.86
4/4/22,4582.64
4/5/22,4525.12
4/6/22,4481.15
4/7/22,4500.21
4/8/22,4488.28
4/11/22,4412.53
4/12/22,4397.45
4/13/22,4446.59
4/14/22,4392.59
4/18/22,4391.69
4/19/22,4462.21
4/20/22,4459.45
4/21/22,4393.66
4/22/22,4271.78
4/25/22,4296.12
4/26/22,4175.2
4/27/22,4183.96
4/28/22,4287.5
4/29/22,4131.93
5/2/22,4155.38
5/3/22,4175.48
5/4/22,4300.17
5/5/22,4146.87
5/6/22,4123.34
5/9/22,3991.24
5/10/22,4001.05
5/11/22,3935.18
5/12/22,3930.08
5/13/22,4023.89
5/16/22,4008.01
5/17/22,4088.85
5/18/22,3923.68
5/19/22,3900.79
5/20/22,3901.36
5/23/22,3973.75
5/24/22,3941.48
5/25/22,3978.73
5/26/22,4057.84
5/27/22,4158.24
5/31/22,4132.15
6/1/22,4101.23
6/2/22,4176.82
6/3/22,4108.54
6/6/22,4121.43
6/7/22,4160.68
6/8/22,4115.77
6/9/22,4017.82
6/10/22,3900.86
6/13/22,3749.63
6/14/22,3735.48
6/15/22,3789.99
6/16/22,3666.77
6/17/22,3674.84
6/21/22,3764.79
6/22/22,3759.89
6/23/22,3795.73
6/24/22,3911.74
6/27/22,3900.11
6/28/22,3821.55
6/29/22,3818.83
6/30/22,3785.38
7/1/22,3825.33
7/5/22,3831.39
7/6/22,3845.08
7/7/22,3902.62
7/8/22,3899.38
7/11/22,3854.43
7/12/22,3818.8
7/13/22,3801.78
7/14/22,3790.38
7/15/22,3863.16
7/18/22,3830.85
7/19/22,3936.69
7/20/22,3959.9
7/21/22,3998.95
7/22/22,3961.63
7/25/22,3966.84
7/26/22,3921.05
7/27/22,4023.61
7/28/22,4072.43
7/29/22,4130.29
8/1/22,4118.63
8/2/22,4091.19
8/3/22,4155.17
8/4/22,4151.94
8/5/22,4145.19
8/8/22,4140.06
8/9/22,4122.47
8/10/22,4210.24
8/11/22,4207.27
8/12/22,4280.15
8/15/22,4297.14
8/16/22,4305.2
8/17/22,4274.04
8/18/22,4283.74
8/19/22,4228.48
8/22/22,4137.99
8/23/22,4128.73
8/24/22,4140.77
8/25/22,4199.12
8/26/22,4057.66
8/29/22,4030.61
8/30/22,3986.16
8/31/22,3955
9/1/22,3966.85
9/2/22,3924.26
9/6/22,3908.19
9/7/22,3979.87
9/8/22,4006.18
9/9/22,4067.36
9/12/22,4110.41
9/13/22,3932.69
9/14/22,3946.01
9/15/22,3901.35
9/16/22,3873.33
9/19/22,3899.89
9/20/22,3855.93
9/21/22,3789.93
9/22/22,3757.99
9/23/22,3693.23
9/26/22,3655.04
9/27/22,3647.29
9/28/22,3719.04
9/29/22,3640.47
9/30/22,3585.62
10/3/22,3678.43
10/4/22,3790.93
10/5/22,3783.28
10/6/22,3744.52
10/7/22,3639.66
10/10/22,3612.39
10/11/22,3588.84
10/12/22,3577.03
10/13/22,3669.91
10/14/22,3583.07
10/17/22,3677.95
10/18/22,3719.98
10/19/22,3695.16
10/20/22,3665.78
10/21/22,3752.75
10/24/22,3797.34
10/25/22,3859.11
10/26/22,3830.6
10/27/22,3807.3
10/28/22,3901.06
10/31/22,3871.98
11/1/22,3856.1
11/2/22,3759.69
11/3/22,3719.89
11/4/22,3770.55
11/7/22,3806.8
11/8/22,3828.11
11/9/22,3748.57
11/10/22,3956.37
11/11/22,3992.93
